
Gurobi 11.0.3 (linux64, Java) logging started sáb 20 dez 2025 01:23:22 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693
Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 2.8398712201892718e-08
Set parameter Threads to value 1
Set parameter NodefileDir to value "/home/ps12398/efpe/goalProgrammingMarcos/"
Set parameter NodefileStart to value 0.1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads

Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Optimize a model with 257643 rows, 174944 columns and 1943429 nonzeros
Model fingerprint: 0x9643c39c
Model has 300 quadratic constraints
Variable types: 87326 continuous, 87618 integer (295 binary)
Coefficient statistics:
  Matrix range     [3e-03, 3e+06]
  QMatrix range    [3e-03, 5e+04]
  QLMatrix range   [1e+00, 5e+04]
  Objective range  [1e+00, 7e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 6e+06]
Presolve removed 255895 rows and 172676 columns
Presolve time: 0.82s
Presolved: 2891 rows, 2626 columns, 329427 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 295 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 953 continuous, 1673 integer (297 binary)
Found heuristic solution: objective 1.468593e+07

Root relaxation: objective 4.947239e+05, 592 iterations, 0.17 seconds (0.14 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 494723.915    0  517 1.4686e+07 494723.915  96.6%     -    1s
     0     0 1065937.76    0  467 1.4686e+07 1065937.76  92.7%     -    2s
     0     0 1090894.89    0  460 1.4686e+07 1090894.89  92.6%     -    4s
     0     0 1090894.89    0  460 1.4686e+07 1090894.89  92.6%     -    4s
     0     0 1108770.39    0  461 1.4686e+07 1108770.39  92.5%     -    4s
H    0     0                    4594350.9443 1108770.39  75.9%     -    5s
     0     0 1108770.39    0  461 4594350.94 1108770.39  75.9%     -    5s
     0     0 1108770.39    0  461 4594350.94 1108770.39  75.9%     -    5s
     0     0 1108770.39    0  460 4594350.94 1108770.39  75.9%     -    5s
     0     0 1108810.95    0  460 4594350.94 1108810.95  75.9%     -    6s
H    0     0                    4401381.8049 1108818.59  74.8%     -    7s
     0     2 1108818.59    0  460 4401381.80 1108818.59  74.8%     -    8s
    40    42 1108947.57   30  436 4401381.80 1108877.38  74.8%   1.2   10s
H   52    52                    4377348.3779 1108877.38  74.7%   1.1   10s
H  104   104                    4377348.3346 1108877.38  74.7%   1.1   11s
   291   293 1108947.57  244  311 4377348.33 1108877.38  74.7%   1.1   15s
H  370   370                    3944330.1215 1108877.38  71.9%   1.1   17s
   462   464 1108947.57  379  297 3944330.12 1108877.38  71.9%   1.2   20s
H  498   498                    3939533.4366 1108877.38  71.9%   1.3   21s
H  539   539                    3939533.3239 1108877.38  71.9%   1.3   23s
   617   619 1108947.57  532  297 3939533.32 1108877.38  71.9%   1.5   25s
H  635   635                    3931142.2461 1108877.38  71.8%   1.6   26s
H  791   791                    3902885.2894 1108877.38  71.6%   1.9   30s
H  887   887                    3896768.0565 1108877.38  71.5%   2.1   34s
   936   938 1110640.87  840  297 3896768.06 1108877.38  71.5%   2.1   35s
  1148  1150 1111392.36 1042  297 3896768.06 1108877.38  71.5%   2.0   40s
H 7478  4908                    3145171.3242 1280308.65  59.3%  13.1  181s
  7746  5178 1296934.39 2618  299 3145171.32 1280308.65  59.3%  13.4  185s
H 8033  5463                    3142938.2536 1280308.65  59.3%  14.0  190s
  8302  5734 1298769.86 2896  360 3142938.25 1280308.65  59.3%  14.9  195s
H 8356  5786                    3138913.3141 1280308.65  59.2%  15.2  196s
H 8383  5813                    3137021.5228 1280308.65  59.2%  15.4  197s
  8473  5905 1294839.47 2982  301 3137021.52 1280308.65  59.2%  15.9  201s
  8689  6121 1296506.32 3090  299 3137021.52 1280308.65  59.2%  16.2  205s
  8973  6405 1298969.51 3232  299 3137021.52 1280308.65  59.2%  16.1  210s
  9349  6781 1302970.61 3420  299 3137021.52 1280308.65  59.2%  15.8  215s
H 9383  6813                    3137021.4785 1280308.65  59.2%  15.8  215s
H 9503  6933                    3122916.0576 1280308.65  59.0%  16.1  217s
  9626  7058 1313609.87 3558  320 3122916.06 1280308.65  59.0%  16.3  220s
H 9681  7111                    3121107.0938 1280308.65  59.0%  16.4  221s
H 9783  7213                    3113885.4407 1280308.65  58.9%  16.5  223s
H 9853  7283                    3086832.8816 1280308.65  58.5%  16.7  224s
  9884  7316 1310127.49 3687  302 3086832.88 1280308.65  58.5%  16.8  225s
H 9901  7331                    3084737.8856 1280308.65  58.5%  16.8  225s
H10063  7493                    3080938.1518 1280308.65  58.4%  17.1  228s
 10138  7570 1318240.60 3814  333 3080938.15 1280308.65  58.4%  17.3  230s
H10145  7575                    3073592.8627 1280308.65  58.3%  17.3  230s
 10424  7856 1312659.25 3957  300 3073592.86 1280308.65  58.3%  17.7  235s
 10701  8133 1313577.98 4096  297 3073592.86 1280308.65  58.3%  17.9  240s
H10772  8202                    3068955.8369 1280308.65  58.3%  17.9  241s
 10986  8418 1317646.88 4238  303 3068955.84 1280308.65  58.3%  17.9  245s
 11300  8732 1332190.15 4395  335 3068955.84 1280308.65  58.3%  18.0  250s
 11624  9056 1321330.26 4557  297 3068955.84 1280308.65  58.3%  18.1  255s
H11802  9232                    3061873.9673 1280308.65  58.2%  18.2  258s
 11898  9330 1334175.21 4694  339 3061873.97 1280308.65  58.2%  18.2  260s
 12238  9670 1327257.53 4864  298 3061873.97 1280308.65  58.2%  18.3  265s
H12348  9778                    3060697.4119 1280308.65  58.2%  18.3  267s
 12534  9966 1339730.86 5012  330 3060697.41 1280308.65  58.2%  18.3  270s
 12779 10211 1338592.18 5135  302 3060697.41 1280308.65  58.2%  18.6  275s
 13036 10468 1351327.09 5263  325 3060697.41 1280308.65  58.2%  19.1  280s
H13190 10620                    3060443.5693 1280308.65  58.2%  19.3  282s
 13278 10710 1351326.70 5384  330 3060443.57 1280308.65  58.2%  19.5  285s
 13584 11016 1351173.23 5537  304 3060443.57 1280308.65  58.2%  19.5  290s
 13870 11302 1358217.19 5680  343 3060443.57 1280308.65  58.2%  19.4  295s
 14220 11652 1358300.37 5855  331 3060443.57 1280308.65  58.2%  19.2  300s
H14397 11827                    3060443.5612 1280308.65  58.2%  19.1  302s
 14508 11940 1369987.95 5999  346 3060443.56 1280308.65  58.2%  19.2  305s
 14728 12160 1368973.90 6109  337 3060443.56 1280308.65  58.2%  19.6  310s
 15001 12433 1374485.36 6246  301 3060443.56 1280308.65  58.2%  19.7  322s
 15164 12596 1381397.97 6327  346 3060443.56 1280308.65  58.2%  19.6  325s
 15527 12959 1378724.09 6509  296 3060443.56 1280308.65  58.2%  19.3  330s
 15866 13298 1392959.06 6678  349 3060443.56 1280308.65  58.2%  19.5  335s
 16222 13654 1394290.83 6856  347 3060443.56 1280308.65  58.2%  19.6  340s
 16591 14023 1390303.38 7041  297 3060443.56 1280308.65  58.2%  19.7  345s
 16977 14409 1393341.71 7234  299 3060443.56 1280308.65  58.2%  19.7  350s
 17328 14760 1406318.83 7409  344 3060443.56 1280308.65  58.2%  19.7  355s
 17694 15126 1409553.97 7592  352 3060443.56 1280308.65  58.2%  19.7  360s
 18010 15442 1451067.58 7750  367 3060443.56 1280308.65  58.2%  20.0  365s
 18208 15640 1420095.83 7849  347 3060443.56 1280308.65  58.2%  20.6  370s
 18382 15814 1449686.51 7936  363 3060443.56 1280308.65  58.2%  21.1  375s
 18576 16008 1443296.82 8033  356 3060443.56 1280308.65  58.2%  21.6  380s
 18794 16226 1576269.21 8142  365 3060443.56 1280308.65  58.2%  22.0  385s
 19026 16458 1582441.68 8258  335 3060443.56 1280308.65  58.2%  22.3  390s
 19342 16774 1593790.02 8416  319 3060443.56 1280308.65  58.2%  22.2  395s
 19555 16987 1603612.46 8523  306 3060443.56 1280308.65  58.2%  22.5  400s
 19868 17300 1626203.67 8679  349 3060443.56 1280308.65  58.2%  22.5  405s
 20072 17504 1626061.27 8781  337 3060443.56 1280308.65  58.2%  22.5  416s
 20306 17738 1626777.36 8898  320 3060443.56 1280308.65  58.2%  22.5  420s
 20622 18054 1635737.60 9056  332 3060443.56 1280308.65  58.2%  22.6  425s
 20859 18291 1671426.38 9070  359 3060443.56 1280308.65  58.2%  22.8  430s
 21094 18526 1696102.36 9070  362 3060443.56 1280308.65  58.2%  23.1  435s
 21290 18722 1699434.40 9069  362 3060443.56 1280308.65  58.2%  23.5  440s
 21523 18955 1720580.56 9069  360 3060443.56 1280308.65  58.2%  23.8  445s
 21744 19176 1657840.90 9068  356 3060443.56 1280308.65  58.2%  24.1  450s
 21965 19397 1677035.76 9068  357 3060443.56 1280308.65  58.2%  24.4  455s
 22184 19616 1666337.26 9070  358 3060443.56 1280308.65  58.2%  24.7  460s
 22381 19813 1679381.78 9069  358 3060443.56 1280308.65  58.2%  25.1  465s
 22585 20017 1700044.68 9067  346 3060443.56 1280308.65  58.2%  25.3  470s
 22788 20220 1280425.32   90  366 3060443.56 1280322.58  58.2%  25.4  475s
 23082 20514 1280428.34  237  299 3060443.56 1280322.58  58.2%  25.1  480s
 23446 20878 1280428.34  419  298 3060443.56 1280322.58  58.2%  24.7  485s
 23839 21271 1280428.34  615  301 3060443.56 1280322.58  58.2%  24.4  490s
 24087 21519 1280767.87  739  309 3060443.56 1280322.58  58.2%  24.3  495s
 24257 21689 1281247.89  824  310 3060443.56 1280322.58  58.2%  24.5  500s
 24589 22021 1296579.37  990  299 3060443.56 1280322.58  58.2%  24.3  505s
 24879 22311 1296584.82 1135  300 3060443.56 1280322.58  58.2%  24.3  510s
 25143 22575 1296588.06 1267  298 3060443.56 1280322.58  58.2%  24.2  518s
 25243 22675 1296589.69 1317  300 3060443.56 1280322.58  58.2%  24.2  520s
 25567 22999 1296593.57 1479  298 3060443.56 1280322.58  58.2%  24.1  525s
 25967 23399 1298614.04 1679  297 3060443.56 1280322.58  58.2%  24.0  530s
 26331 23763 1298619.45 1861  299 3060443.56 1280322.58  58.2%  23.8  535s
 26690 24122 1297062.25 2041  297 3060443.56 1280322.58  58.2%  23.7  540s
 26861 24293 1297576.63 2126  297 3060443.56 1280322.58  58.2%  23.6  545s
 27218 24650 1298606.83 2305  297 3060443.56 1280322.58  58.2%  23.5  550s
 27555 24987 1303200.55 2473  298 3060443.56 1280322.58  58.2%  23.5  555s
 27941 25373 1303224.32 2666  298 3060443.56 1280322.58  58.2%  23.4  560s
 28290 25722 1305516.90 2841  302 3060443.56 1280322.58  58.2%  23.3  565s
 28649 26081 1309241.37 3020  297 3060443.56 1280322.58  58.2%  23.1  570s
 28959 26391 1325729.29 3175  297 3060443.56 1280322.58  58.2%  23.0  575s
 29298 26730 1326681.04 3345  298 3060443.56 1280322.58  58.2%  22.8  580s
Created node file directory '/home/ps12398/efpe/goalProgrammingMarcos//grbnodes19'
 29332 26764 1326742.25 3362  297 3060443.56 1280322.58  58.2%  22.8  675s
 29600 27032 1327487.71 3496  297 3060443.56 1280322.58  58.2%  22.8  680s
 29828 27260 1328482.45 3610  297 3060443.56 1280322.58  58.2%  22.9  685s
 30074 27506 1329500.77 3733  297 3060443.56 1280322.58  58.2%  23.1  690s
 30214 27646 1330587.40 3803  297 3060443.56 1280322.58  58.2%  23.1  697s
 30368 27800 1331711.59 3880  299 3060443.56 1280322.58  58.2%  23.0  700s
 30699 28131 1338522.63 4045  298 3060443.56 1280322.58  58.2%  22.9  705s
 31077 28509 1338531.20 4234  298 3060443.56 1280322.58  58.2%  22.9  710s
 31432 28864 1335305.91 4412  299 3060443.56 1280322.58  58.2%  22.8  715s
 31801 29233 1340063.32 4596  310 3060443.56 1280322.58  58.2%  22.7  720s
 32159 29591 1341265.29 4775  306 3060443.56 1280322.58  58.2%  22.5  725s
 32555 29987 1342598.28 4973  304 3060443.56 1280322.58  58.2%  22.4  730s
 32909 30341 1349803.85 5150  298 3060443.56 1280322.58  58.2%  22.3  735s
 33275 30707 1349244.99 5333  302 3060443.56 1280322.58  58.2%  22.2  740s
 33632 31064 1352775.30 5512  298 3060443.56 1280322.58  58.2%  22.2  745s
 34005 31437 1361300.24 5698  301 3060443.56 1280322.58  58.2%  22.1  750s
 34327 31759 1361484.41 5859  302 3060443.56 1280322.58  58.2%  22.1  755s
 34633 32065 1365290.90 6012  305 3060443.56 1280322.58  58.2%  22.1  760s
 34935 32367 1363475.87 6163  330 3060443.56 1280322.58  58.2%  22.2  765s
 35201 32633 1373574.98 6296  307 3060443.56 1280322.58  58.2%  22.3  770s
 35285 32717 1375952.28 6338  307 3060443.56 1280322.58  58.2%  22.3  777s
 35397 32829 1374348.97 6394  303 3060443.56 1280322.58  58.2%  22.4  780s
 35431 32863 1379993.58 6411  320 3060443.56 1280322.58  58.2%  22.5  847s
 35569 33001 1380801.83 6480  312 3060443.56 1280322.58  58.2%  22.6  850s
 35933 33365 1389600.94 6662  323 3060443.56 1280322.58  58.2%  22.6  855s
 36283 33715 1387262.41 6837  301 3060443.56 1280322.58  58.2%  22.5  860s
 36676 34108 1387624.63 7034  297 3060443.56 1280322.58  58.2%  22.3  865s
 37018 34450 1390730.87 7205  297 3060443.56 1280322.58  58.2%  22.4  870s
 37261 34693 1402715.65 7326  341 3060443.56 1280322.58  58.2%  22.6  875s
 37485 34917 1403251.97 7438  337 3060443.56 1280322.58  58.2%  22.9  880s
 37709 35141 1403612.27 7550  338 3060443.56 1280322.58  58.2%  23.1  885s
 38046 35478 1401917.42 7719  298 3060443.56 1280322.58  58.2%  23.0  890s
 38275 35707 1410374.71 7833  307 3060443.56 1280322.58  58.2%  23.1  895s
 38515 35947 1408257.29 7953  299 3060443.56 1280322.58  58.2%  23.2  900s
 38741 36173 1429235.90 8066  332 3060443.56 1280322.58  58.2%  23.3  905s
 38995 36427 1423350.18 8193  326 3060443.56 1280322.58  58.2%  23.4  910s
 39252 36684 1417181.52 8322  297 3060443.56 1280322.58  58.2%  23.4  915s
 39569 37001 1446447.91 8480  353 3060443.56 1280322.58  58.2%  23.3  920s
 39811 37243 1444408.71 8601  348 3060443.56 1280322.58  58.2%  23.3  925s
 40147 37579 1441857.33 8769  332 3060443.56 1280322.58  58.2%  23.3  930s
 40164 37596 1434256.42 8778  297 3060443.56 1280322.58  58.2%  23.3 1008s
 40294 37726 1436187.17 8843  297 3060443.56 1280322.58  58.2%  23.3 1010s
 40356 37788 1436807.46 8874  298 3060443.56 1280322.58  58.2%  23.3 1017s
 40482 37914 1438410.68 8937  297 3060443.56 1280322.58  58.2%  23.3 1020s
 40751 38183 1466487.24 9071  346 3060443.56 1280322.58  58.2%  23.4 1025s
 40997 38429 1549874.61 9074  354 3060443.56 1280322.58  58.2%  23.6 1030s
 41229 38661 1486808.81 9074  351 3060443.56 1280322.58  58.2%  23.7 1035s
 41446 38878 1486035.23 9070  352 3060443.56 1280322.58  58.2%  23.8 1040s
 41646 39078 1496025.69 9074  347 3060443.56 1280322.58  58.2%  23.9 1045s
 41875 39307 1506119.40 9073  356 3060443.56 1280322.58  58.2%  24.0 1050s
 42102 39534 1524758.06 9074  357 3060443.56 1280322.58  58.2%  24.1 1055s
 42273 39705 1583069.63 9074  355 3060443.56 1280322.58  58.2%  24.3 1060s
 42477 39909 1507326.19 9074  348 3060443.56 1280322.58  58.2%  24.3 1065s
 42662 40094 1509292.61 9071  352 3060443.56 1280322.58  58.2%  24.5 1070s
 42871 40303 1280447.83   76  379 3060443.56 1280326.77  58.2%  24.5 1075s
 43178 40610 1280454.14  229  297 3060443.56 1280326.77  58.2%  24.3 1080s
 43558 40990 1280454.14  419  297 3060443.56 1280326.77  58.2%  24.1 1085s
 43888 41320 1280454.14  584  297 3060443.56 1280326.77  58.2%  24.0 1090s
 44260 41692 1280454.14  770  304 3060443.56 1280326.77  58.2%  23.8 1095s
 44624 42056 1280454.14  952  304 3060443.56 1280326.77  58.2%  23.6 1100s
 44812 42244 1280488.71 1046  298 3060443.56 1280326.77  58.2%  23.5 1173s
 44907 42339 1280680.35 1094  297 3060443.56 1280326.77  58.2%  23.5 1175s
 45241 42673 1281091.57 1261  297 3060443.56 1280326.77  58.2%  23.4 1180s
 45427 42859 1281343.19 1354  297 3060443.56 1280326.77  58.2%  23.3 1187s
 45548 42980 1285526.06 1414  308 3060443.56 1280326.77  58.2%  23.3 1190s
 45863 43295 1282957.66 1572  297 3060443.56 1280326.77  58.2%  23.2 1195s
 46292 43724 1285696.74 1786  297 3060443.56 1280326.77  58.2%  23.0 1200s
 46660 44092 1290144.70 1970  298 3060443.56 1280326.77  58.2%  22.9 1205s
 47050 44482 1290146.22 2165  297 3060443.56 1280326.77  58.2%  22.8 1210s
 47424 44856 1290144.08 2352  297 3060443.56 1280326.77  58.2%  22.8 1215s
 47788 45220 1289844.47 2534  301 3060443.56 1280326.77  58.2%  22.7 1220s
 48182 45614 1291093.56 2731  300 3060443.56 1280326.77  58.2%  22.6 1225s
 48544 45976 1295386.10 2912  297 3060443.56 1280326.77  58.2%  22.5 1230s
 48936 46368 1295387.66 3108  297 3060443.56 1280326.77  58.2%  22.4 1235s
 49296 46728 1297363.51 3288  297 3060443.56 1280326.77  58.2%  22.4 1240s
 49699 47131 1296397.29 3490  297 3060443.56 1280326.77  58.2%  22.3 1245s
 50038 47470 1302422.01 3659  298 3060443.56 1280326.77  58.2%  22.2 1250s
 50434 47866 1302420.08 3857  298 3060443.56 1280326.77  58.2%  22.1 1255s
 50498 47930 1302420.37 3889  298 3060443.56 1280326.77  58.2%  22.1 1260s
 50798 48230 1302422.36 4039  298 3060443.56 1280326.77  58.2%  22.1 1265s
 51174 48606 1305656.13 4227  306 3060443.56 1280326.77  58.2%  22.0 1270s
 51624 49056 1303991.84 4452  304 3060443.56 1280326.77  58.2%  21.9 1275s
 52064 49496 1305675.10 4672  297 3060443.56 1280326.77  58.2%  21.7 1280s
 52481 49913 1307264.64 4881  297 3060443.56 1280326.77  58.2%  21.6 1285s
 52887 50319 1321286.60 5084  298 3060443.56 1280326.77  58.2%  21.5 1290s
 53266 50698 1345263.33 5273  339 3060443.56 1280326.77  58.2%  21.5 1295s
 53410 50842 1337661.36 5345  325 3060443.56 1280326.77  58.2%  21.5 1342s
 53575 51007 1337437.76 5428  313 3060443.56 1280326.77  58.2%  21.5 1345s
 53986 51418 1345372.40 5633  331 3060443.56 1280326.77  58.2%  21.4 1350s
 54178 51610 1358694.83 5729  335 3060443.56 1280326.77  58.2%  21.6 1355s
 54372 51804 1362995.29 5826  331 3060443.56 1280326.77  58.2%  21.7 1360s
 54548 51980 1363616.25 5914  332 3060443.56 1280326.77  58.2%  21.9 1365s
 54828 52260 1445400.57 6054  335 3060443.56 1280326.77  58.2%  21.9 1370s
 55158 52590 1448921.48 6219  318 3060443.56 1280326.77  58.2%  21.9 1375s
 55484 52916 1447696.84 6382  319 3060443.56 1280326.77  58.2%  21.9 1380s
 55569 53001 1445545.84 6425  297 3060443.56 1280326.77  58.2%  21.9 1386s
 55767 53199 1449433.70 6524  298 3060443.56 1280326.77  58.2%  21.9 1390s
 56036 53468 1466508.44 6658  318 3060443.56 1280326.77  58.2%  22.0 1395s
 56303 53735 1459542.86 6792  342 3060443.56 1280326.77  58.2%  22.1 1400s
 56566 53998 1466967.98 6923  317 3060443.56 1280326.77  58.2%  22.2 1405s
 56851 54283 1491785.36 7066  330 3060443.56 1280326.77  58.2%  22.3 1410s
 57237 54669 1492623.12 7259  328 3060443.56 1280326.77  58.2%  22.3 1415s
 57609 55041 1483177.36 7445  297 3060443.56 1280326.77  58.2%  22.2 1420s
 58004 55436 1506433.71 7642  340 3060443.56 1280326.77  58.2%  22.2 1425s
 58214 55646 1518177.72 7747  341 3060443.56 1280326.77  58.2%  22.3 1430s
 58385 55817 1521558.22 7833  307 3060443.56 1280326.77  58.2%  22.4 1510s
 58698 56130 1578176.22 7989  345 3060443.56 1280326.77  58.2%  22.3 1515s
 58989 56421 1558764.80 8135  297 3060443.56 1280326.77  58.2%  22.3 1520s
 59368 56800 1580433.96 8324  313 3060443.56 1280326.77  58.2%  22.3 1525s
