
Gurobi 11.0.3 (linux64, Java) logging started ter 23 dez 2025 19:27:57 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693

Gurobi 11.0.3 (linux64, Java) logging started sáb 27 dez 2025 00:48:10 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693
Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.8403064957571938e-08
Set parameter Threads to value 2
Set parameter Cuts to value 1
Set parameter NodefileDir to value "/home/ps12398/gp-momulap/goalProgrammingMarcos/"
Set parameter NodefileStart to value 0.1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Optimize a model with 733928 rows, 495518 columns and 5922184 nonzeros
Model fingerprint: 0x34fc1375
Model has 502 quadratic constraints
Variable types: 247512 continuous, 248006 integer (497 binary)
Coefficient statistics:
  Matrix range     [2e-03, 7e+06]
  QMatrix range    [2e-03, 1e+05]
  QLMatrix range   [1e+00, 1e+05]
  Objective range  [1e+00, 1e+08]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 9e+05]
  QRHS range       [3e-02, 3e-02]
Presolve removed 723084 rows and 484661 columns (presolve time = 5s) ...
Presolve removed 728393 rows and 489419 columns
Presolve time: 6.80s
Presolved: 8645 rows, 7058 columns, 2079615 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 497 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 1727 continuous, 5331 integer (499 binary)
Found heuristic solution: objective 4.814457e+07

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   1.391337e+04   0.000000e+00     27s
     677    1.2147910e+05   0.000000e+00   0.000000e+00     28s

Root relaxation: objective 1.214791e+05, 677 iterations, 1.12 seconds (0.23 work units)
Total elapsed time = 27.81s (DegenMoves)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 121479.100    0  782 4.8145e+07 121479.100   100%     -   27s
   374   398 1423919.17  128  848 1.4456e+07 1275002.93  91.2%  12.7  376s
   397   422 1438842.76  137  840 1.4456e+07 1275002.93  91.2%  12.7  385s
   421   444 1460681.97  146  827 1.4456e+07 1275002.93  91.2%  12.9  393s
   443   462 1486389.83  154  819 1.4456e+07 1275002.93  91.2%  13.0  403s
   461   480 1488121.82  159  802 1.4456e+07 1275002.93  91.2%  13.4  413s
   479   503 1539319.09  167  796 1.4456e+07 1275002.93  91.2%  13.4  424s
   502   520 1527137.20  173  785 1.4456e+07 1275002.93  91.2%  13.5  433s
   519   565 1524072.27  181  776 1.4456e+07 1275002.93  91.2%  13.7  449s
   564   618 1524310.82  204  775 1.4456e+07 1275002.93  91.2%  13.1  462s
   617   676 1524600.14  231  774 1.4456e+07 1275002.93  91.2%  12.4  472s
   675   750 1524837.32  252  775 1.4456e+07 1275002.93  91.2%  11.5  481s
   749   850 1525078.63  274  775 1.4456e+07 1275002.93  91.2%  10.5  496s
   849   909 1525385.76  302  775 1.4456e+07 1275002.93  91.2%   9.4  508s
   908   987 1525570.74  319  775 1.4456e+07 1275002.93  91.2%   8.9  520s
   986  1003 1525877.87  347  775 1.4456e+07 1275002.93  91.2%   8.3  563s
  1002  1051 1525938.32  353  774 1.4456e+07 1275002.93  91.2%   8.2  577s
  1050  1128 1526028.62  370  770 1.4456e+07 1275002.93  91.2%   7.9  599s
  1127  1205 1526136.74  394  770 1.4456e+07 1275002.93  91.2%   7.4  616s
  1204  1286 1526245.38  418  770 1.4456e+07 1275002.93  91.2%   7.0  633s
  1285  1368 1526358.10  443  770 1.4456e+07 1275002.93  91.2%   6.6  650s
  1367  1455 1526481.69  467  768 1.4456e+07 1275002.93  91.2%   6.3  670s
H 1454  1462                    1.327536e+07 1275002.93  90.4%   6.0  678s
H 1460  1462                    1.307958e+07 1275002.93  90.3%   6.0  678s
  1461  1555 1526612.39  498  769 1.3080e+07 1275002.93  90.3%   6.0  693s
  1554  1626 1526711.52  520  769 1.3080e+07 1275002.93  90.3%   5.7  709s
H 1594  1626                    1.003304e+07 1275002.93  87.3%   5.6  709s
  1625  1738 1526824.24  545  769 1.0033e+07 1275002.93  87.3%   5.5  726s
H 1737  1800                    9828560.5414 1275002.93  87.0%   5.2  744s
  1799  1905 1527033.22  592  769 9828560.54 1275002.93  87.0%   5.1  762s
  1904  2014 1527177.37  624  769 9828560.54 1275002.93  87.0%   4.8  783s
  2013  2127 1527335.01  657  768 9828560.54 1275002.93  87.0%   4.6  805s
  2126  2255 1527483.71  692  769 9828560.54 1275002.93  87.0%   4.5  827s
H 2254  2361                    9711704.8530 1275002.93  86.9%   4.3  848s
  2360  2498 1527583.53  809  768 9711704.85 1275002.93  86.9%   4.1  872s
  2497  2613 1527605.26  879  768 9711704.85 1275002.93  86.9%   4.0  896s
  2612  2742 1527625.44  944  768 9711704.85 1275002.93  86.9%   3.8  925s
H 2740  2742                    9649591.5780 1275002.93  86.8%   3.7  925s
  2741  2744 1527683.42 1016  765 9649591.58 1275002.93  86.8%   3.7  994s
  2743  2833 1527684.09 1017  765 9649591.58 1275002.93  86.8%   3.7 1019s
  2832  3014 1527800.03 1054  761 9649591.58 1275002.93  86.8%   3.6 1052s
  3013  3203 1528003.55 1154  761 9649591.58 1275002.93  86.8%   3.4 1078s
  3202  3379 1528207.08 1254  761 9649591.58 1275002.93  86.8%   3.3 1103s
  3378  3519 1528422.86 1333  758 9649591.58 1275002.93  86.8%   3.2 1129s
H 3389  3519                    9551199.6821 1275002.93  86.7%   3.2 1129s
  3518  3699 1528606.69 1396  758 9551199.68 1275002.93  86.7%   3.1 1169s
  3699  3700 1528508.70 1343 2194 9551199.68 1275002.93  86.7%   3.0 1281s
  3702  3702 1528656.94 1411  700 9551199.68 1275002.93  86.7%   3.0 1285s
  3708  3706 1338030.05   65  725 9551199.68 1338030.05  86.0%   3.0 1290s
  3719  3713 1525768.40  395  724 9551199.68 1351523.70  85.8%   3.0 1295s
  3729  3720 1525770.12  334  726 9551199.68 1353760.95  85.8%   3.0 1300s
  3740  3727 1527173.15  622  724 9551199.68 1356033.90  85.8%   3.0 1305s
  3757  3739 1527829.75 1068  731 9551199.68 1361852.51  85.7%   2.9 1310s
  3771  3748 1527833.63 1067  730 9551199.68 1368726.58  85.7%   2.9 1315s
  3782  3755 1529534.60 1563  740 9551199.68 1372266.87  85.6%   2.9 1320s
  3794  3763 1373658.86   52  744 9551199.68 1373658.86  85.6%   2.9 1325s
  3801  3770 1528061.77 1182  747 9551199.68 1373658.86  85.6%   5.1 1330s
  3806  3773 1528489.97 1342  757 9551199.68 1375741.97  85.6%   5.1 1335s
  3817  3780 1527573.29  754  762 9551199.68 1377404.62  85.6%   5.1 1340s
  3827  3787 1527200.18  628  768 9551199.68 1378487.26  85.6%   5.1 1346s
  3837  3797 1384674.72   24 1236 9551199.68 1380322.22  85.5%   7.0 1350s
  3855  3809 1385247.22   29 1237 9551199.68 1383075.41  85.5%   7.5 1355s
  3871  3819 1388862.77   33 1229 9551199.68 1383075.41  85.5%   7.9 1360s
  3886  3831 1392375.69   37 1218 9551199.68 1383075.41  85.5%   8.2 1365s
  3903  3843 1394349.38   41 1218 9551199.68 1383075.41  85.5%   8.5 1370s
  3924  3859 1404696.70   46 1193 9551199.68 1383075.41  85.5%   8.8 1376s
  3942  3870 1412786.75   51 1185 9551199.68 1383075.41  85.5%   9.0 1381s
  3953  3880 1415755.82   54 1170 9551199.68 1383075.41  85.5%   9.1 1385s
  3968  3890 1421322.55   58 1163 9551199.68 1383075.41  85.5%   9.2 1391s
H 3971  3699                    9181889.0781 1383075.41  84.9%   9.3 1391s
  3981  3709 1425023.64   62 1158 9181889.08 1383075.41  84.9%   9.4 1396s
  3997  3720 1429206.22   66 1150 9181889.08 1383075.41  84.9%   9.5 1402s
H 4005  3537                    8532821.5849 1383075.41  83.8%   9.6 1402s
  4006  3544 1430217.05   68 1151 8532821.58 1383075.41  83.8%   9.6 1405s
  4024  3560 1437619.59   73 1130 8532821.58 1383075.41  83.8%   9.7 1410s
H 4036  3395                    7795417.8028 1383075.41  82.3%   9.8 1412s
  4046  3406 1443038.51   78 1113 7795417.80 1383075.41  82.3%   9.9 1415s
H 4066  3250                    7740411.8613 1383075.41  82.1%  10.0 1418s
  4074  3260 1450039.18   85 1104 7740411.86 1383075.41  82.1%  10.1 1423s
  4086  3272 1458559.67   88 1098 7740411.86 1383075.41  82.1%  10.2 1426s
H 4102  3120                    7703360.5448 1383075.41  82.0%  10.3 1430s
  4125  3143 1467022.95   98 1086 7703360.54 1383075.41  82.0%  10.4 1438s
H 4140  2991                    7006476.1477 1383075.41  80.3%  10.5 1438s
  4141  3008 1470152.70  102 1082 7006476.15 1383075.41  80.3%  10.5 1441s
  4159  3019 1492175.30  106 1069 7006476.15 1383075.41  80.3%  10.6 1446s
H 4175  2875                    6737209.4650 1383075.41  79.5%  10.7 1446s
  4176  2898 1478712.15  111 1067 6737209.47 1383075.41  79.5%  10.7 1450s
H 4212  2773                    6249611.8853 1383075.41  77.9%  10.8 1454s
  4219  2792 1495333.99  122 1051 6249611.89 1383075.41  77.9%  10.8 1458s
H 4241  2677                    6222179.1985 1383075.41  77.8%  11.6 1463s
H 4250  2555                    6194748.6838 1383075.41  77.7%  11.7 1463s
  4259  2578 1509520.20  132 1021 6194748.68 1383075.41  77.7%  11.7 1467s
H 4285  2477                    6152842.8567 1383075.41  77.5%  12.0 1472s
H 4296  2366                    6000062.8519 1383075.41  76.9%  12.0 1472s
  4307  2388 1519915.68  144  966 6000062.85 1383075.41  76.9%  12.1 1478s
H 4333  2301                    5503292.5782 1383075.41  74.9%  13.4 1484s
  4358  2318 1567599.79  157  939 5503292.58 1383075.41  74.9%  13.7 1490s
H 4370  2217                    5113079.7627 1383075.41  73.0%  13.7 1490s
  4383  2236 1540209.38  164  920 5113079.76 1383075.41  73.0%  13.7 1497s
H 4405  2135                    4957130.5473 1383075.41  72.1%  13.8 1497s
  4406  2152 1564794.05  168  914 4957130.55 1383075.41  72.1%  13.8 1501s
  4423  2173 1548235.97  172  912 4957130.55 1383075.41  72.1%  14.0 1506s
H 4449  2077                    4861421.0092 1383075.41  71.5%  14.5 1506s
  4450  2105 1566413.96  181  900 4861421.01 1383075.41  71.5%  14.6 1512s
H 4479  2051                    4861420.9713 1383075.41  71.5%  15.4 1518s
  4517  2068 1580829.25  196  887 4861420.97 1383075.41  71.5%  15.7 1523s
H 4539  1981                    4854802.2749 1383075.41  71.5%  15.8 1523s
  4547  2006 1591305.27  203  890 4854802.27 1383075.41  71.5%  15.9 1532s
  4575  2028 1587547.34  208  876 4854802.27 1383075.41  71.5%  16.0 1541s
  4606  2063 1587854.40  213  874 4854802.27 1383075.41  71.5%  16.1 1549s
H 4630  1980                    4842845.5311 1383075.41  71.4%  16.0 1549s
  4652  2009 1587922.90  225  862 4842845.53 1383075.41  71.4%  16.0 1559s
H 4656  1936                    4839867.1958 1383075.41  71.4%  16.0 1559s
  4688  1972 1587961.53  234  855 4839867.20 1383075.41  71.4%  16.0 1568s
  4735  2002 1590877.70  247  848 4839867.20 1383075.41  71.4%  15.9 1578s
H 4752  1929                    4832719.9773 1383075.41  71.4%  15.9 1578s
  4781  1968 1591303.89  258  839 4832719.98 1383075.41  71.4%  15.8 1588s
H 4826  1888                    4603884.6007 1383075.41  70.0%  15.6 1588s
  4830  1943 1591349.05  271  829 4603884.60 1383075.41  70.0%  15.6 1596s
H 4853  1874                    4603884.5162 1383075.41  70.0%  15.6 1596s
  4886  1914 1591382.39  286  811 4603884.52 1383075.41  70.0%  15.5 1605s
H 4909  1847                    4601677.9186 1383075.41  69.9%  15.4 1605s
  4937  1892 1594339.67  299  806 4601677.92 1383075.41  69.9%  15.3 1615s
H 4961  1829                    4599514.8675 1383075.41  69.9%  15.3 1615s
  4991  1879 1597637.29  313  811 4599514.87 1383075.41  69.9%  15.3 1626s
  5051  1915 1597727.67  328  794 4599514.87 1383075.41  69.9%  15.2 1635s
H 5101  1845                    4576657.0917 1383075.41  69.8%  15.1 1635s
  5107  1906 1601175.50  343  797 4576657.09 1383075.41  69.8%  15.1 1644s
H 5160  1839                    4572137.1003 1383075.41  69.7%  15.0 1644s
  5170  1901 1599610.42  360  790 4572137.10 1383075.41  69.7%  14.9 1657s
H 5186  1849                    4572135.8119 1383075.41  69.7%  14.9 1657s
H 5221  1792                    4572125.4765 1383075.41  69.7%  14.8 1657s
  5236  1851 1600982.74  377  795 4572125.48 1383075.41  69.7%  14.8 1669s
H 5247  1805                    4572124.1881 1383075.41  69.7%  14.8 1669s
H 5282  1752                    4566754.9788 1383075.41  69.7%  14.7 1669s
  5300  1821 1600270.37  395  790 4566754.98 1383075.41  69.7%  14.6 1680s
H 5308  1779                    4566753.6904 1383075.41  69.7%  14.6 1680s
H 5375  1792                    4566333.6982 1383075.41  69.7%  14.5 1694s
H 5413  1744                    4564640.4374 1383075.41  69.7%  14.4 1694s
H 5449  1776                    4564639.1490 1383075.41  69.7%  14.4 1710s
H 5490  1732                    4536987.3468 1383075.41  69.5%  14.4 1710s
H 5526  1794                    4536986.0584 1383075.41  69.5%  14.3 1726s
H 5623  1885                    4536114.6340 1383075.41  69.5%  14.1 1742s
H 5714  1985                    4534868.0088 1383075.41  69.5%  14.0 1760s
  5814  2084 1602737.11  528  789 4534868.01 1383075.41  69.5%  13.8 1776s
H 5867  2084                    4510880.4191 1383075.41  69.3%  13.7 1776s
H 5913  2181                    4510880.3812 1383075.41  69.3%  13.6 1794s
  6010  2280 1603675.53  578  789 4510880.38 1383075.41  69.3%  13.5 1814s
H 6061  2280                    4470970.0122 1383075.41  69.1%  13.4 1814s
  6109  2392 1604146.89  604  789 4470970.01 1383075.41  69.1%  13.3 1832s
  6221  2500 1604685.06  635  781 4470970.01 1383075.41  69.1%  13.1 1849s
  6329  2626 1605811.73  661  768 4470970.01 1383075.41  69.1%  13.1 1870s
H 6455  2743                    4470167.2592 1383075.41  69.1%  13.0 1889s
H 6514  2743                    4469080.5071 1383075.41  69.1%  12.9 1889s
  6572  2869 1608052.74  722  748 4469080.51 1383075.41  69.1%  12.9 1908s
H 6698  3000                    4466626.3126 1383075.41  69.0%  12.7 1931s
H 6829  3135                    4465624.8145 1383075.41  69.0%  12.6 1955s
H 6890  3135                    4310490.0784 1383075.41  67.9%  12.5 1955s
H 6964  3291                    4310488.7900 1383075.41  67.9%  12.5 1979s
H 7120  3445                    4309786.3860 1383075.41  67.9%  12.4 1998s
  7274  3622 1610759.85  904  742 4309786.39 1383075.41  67.9%  12.3 2025s
  7451  3811 1610993.05  949  741 4309786.39 1383075.41  67.9%  12.1 2054s
H 7640  3993                    4309568.6676 1383075.41  67.9%  11.8 2079s
H 7740  3993                    4309081.6489 1383075.41  67.9%  11.8 2079s
  7822  4163 infeasible 1048      4309081.65 1383075.41  67.9%  11.8 2104s
H 7823  4163                    4309080.3605 1383075.41  67.9%  11.8 2104s
H 7873  4163                    4303406.7207 1383075.41  67.9%  11.8 2104s
  7994  4353 1617323.02 1093  711 4303406.72 1383075.41  67.9%  11.6 2138s
H 8090  4353                    4303207.3265 1383075.41  67.9%  11.5 2138s
H 8184  4560                    4302981.9626 1383075.41  67.9%  11.4 2172s
  8391  4768 1619857.77 1193  711 4302981.96 1383075.41  67.9%  11.2 2203s
H 8501  4768                    4302799.8842 1383075.41  67.9%  11.1 2203s
  8599  4986 1621238.94 1248  711 4302799.88 1383075.41  67.9%  11.0 2241s
H 8817  5214                    4302668.0705 1383075.41  67.9%  10.8 2274s
H 8856  5214                    4302053.6167 1383075.41  67.9%  10.7 2274s
H 9045  5448                    4301353.2915 1383075.41  67.8%  10.7 2311s
H 9279  5672                    4301311.2794 1383075.41  67.8%  10.5 2351s
H 9503  5911                    4281904.4364 1383075.41  67.7%  10.4 2389s
H 9742  6121                    4281903.1480 1383075.41  67.7%  10.2 2428s
H 9839  6121                    4279411.2508 1383075.41  67.7%  10.1 2428s
H 9952  6324                    4279409.9624 1383075.41  67.7%  10.0 2466s
H10065  6324                    4279393.2721 1383075.41  67.7%   9.9 2466s
H10155  6556                    4279391.9837 1383075.41  67.7%   9.8 2500s
H10387  6788                    4278455.6134 1383075.41  67.7%   9.7 2537s
H10619  7033                    4278454.3250 1383075.41  67.7%   9.6 2573s
H10864  7268                    4275333.5749 1383075.41  67.6%   9.6 2610s
 11099  7513 1629402.66 1915  696 4275333.57 1383075.41  67.6%   9.4 2649s
H11228  7513                    4275332.2865 1383075.41  67.6%   9.4 2649s
 11344  7753 1630823.56 1980  686 4275332.29 1383075.41  67.6%   9.3 2687s
H11584  7991                    4268691.5046 1383075.41  67.6%   9.2 2725s
 11822  8223 1635098.95 2105  688 4268691.50 1383075.41  67.6%   9.1 2758s
H11941  8223                    4268669.8259 1383075.41  67.6%   9.1 2758s
 12054  8463 1636228.23 2164  684 4268669.83 1383075.41  67.6%   9.1 2795s
 12294  8692 1639818.36 2228  683 4268669.83 1383075.41  67.6%   9.0 2827s
H12523  8922                    4268649.7188 1383075.41  67.6%   9.0 2857s
H12753  9123                    4244364.6342 1383075.41  67.4%   9.0 2893s
H12855  9123                    4227058.5026 1383075.41  67.3%   9.0 2893s
H12954  9354                    4227058.4813 1383075.41  67.3%   9.0 2925s
H13086  9354                    4226187.4971 1383075.41  67.3%   8.9 2925s
H13185  9586                    4226186.2087 1383075.41  67.3%   8.8 2954s
H13317  9586                    4224937.2059 1383075.41  67.3%   8.8 2954s
H13417  9827                    4224935.9175 1383075.41  67.3%   8.7 2979s
 13658 10056 1650953.54 2599  688 4224935.92 1383075.41  67.3%   8.7 3004s
H13771 10056                    4224637.5566 1383075.41  67.3%   8.6 3004s
H13783 10056                    4185950.7056 1383075.41  67.0%   8.6 3005s
H13887 10272                    4185949.4172 1383075.41  67.0%   8.6 3031s
H14000 10272                    4185774.8657 1383075.41  67.0%   8.6 3031s
 14103 10500 1654441.82 2718  680 4185774.87 1383075.41  67.0%   8.5 3060s
 14331 10696 1654687.89 2776  688 4185774.87 1383075.41  67.0%   8.4 3089s
H14527 10932                    4185629.8555 1383075.41  67.0%   8.3 3111s
H14654 10932                    4183863.9094 1383075.41  66.9%   8.3 3111s
H14763 11135                    4132643.9519 1383075.41  66.5%   8.2 3136s
H14968 11356                    4132641.7176 1383075.41  66.5%   8.6 3164s
H15099 11356                    4131805.1718 1383075.41  66.5%   8.6 3164s
H15189 11577                    4130968.4140 1383075.41  66.5%   8.5 3192s
H15410 11788                    4112007.7121 1383075.41  66.4%   8.4 3221s
 15621 12011 1666031.20 3132  657 4112007.71 1383075.41  66.4%   8.4 3247s
H15737 12011                    4089169.0704 1383075.41  66.2%   8.3 3247s
H15844 12239                    4089167.7820 1383075.41  66.2%   8.3 3276s
 16072 12479 1669136.81 3255  654 4089167.78 1383075.41  66.2%   8.2 3303s
 16312 12701 1669263.03 3323  654 4089167.78 1383075.41  66.2%   8.1 3331s
H16437 12701                    4089032.1776 1383075.41  66.2%   8.1 3331s
H16534 12923                    4085725.8588 1383075.41  66.1%   8.0 3360s
 16756 13147 1669512.40 3450  652 4085725.86 1383075.41  66.1%   8.0 3388s
 16980 13367 1669804.60 3514  648 4085725.86 1383075.41  66.1%   8.0 3413s
H17104 13367                    4085011.3485 1383075.41  66.1%   8.0 3413s
 17200 13569 1670071.89 3576  648 4085011.35 1383075.41  66.1%   8.0 3443s
 17406 13786 1679969.95 3632  651 4085011.35 1383075.41  66.1%   8.1 3467s
 17623 13991 1684629.53 3688  650 4085011.35 1383075.41  66.1%   8.0 3496s
H17703 13991                    4085010.4025 1383075.41  66.1%   8.0 3496s
H17734 13991                    4085009.1141 1383075.41  66.1%   8.0 3496s
 17828 14207 1681486.14 3744  651 4085009.11 1383075.41  66.1%   8.0 3525s
H17948 14207                    4084331.2741 1383075.41  66.1%   8.0 3525s
H18044 14417                    4084086.7414 1383075.41  66.1%   8.0 3552s
H18157 14417                    4082375.1452 1383075.41  66.1%   8.0 3552s
H18254 14639                    4081843.2755 1383075.41  66.1%   8.0 3580s
 18476 14796 1682943.86 3917  645 4081843.28 1383075.41  66.1%   8.0 3600s
H18570 14796                    4081841.0412 1383075.41  66.1%   7.9 3600s

Cutting planes:
  Gomory: 10
  Implied bound: 20
  MIR: 461
  StrongCG: 6
  Flow cover: 147
  RLT: 231
  Relax-and-lift: 1

Explored 18633 nodes (151709 simplex iterations) in 3600.42 seconds (1378.23 work units)
Thread count was 2 (of 24 available processors)

Solution count 10: 4.08184e+06 4.08184e+06 4.08238e+06 ... 4.08917e+06

Time limit reached
Best objective 4.081841041193e+06, best bound 1.383075410164e+06, gap 66.1164%
