
Gurobi 11.0.3 (linux64, Java) logging started qui 18 dez 2025 08:05:07 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693
Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br

Gurobi 11.0.3 (linux64, Java) logging started ter 23 dez 2025 19:27:49 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693

Gurobi 11.0.3 (linux64, Java) logging started sáb 27 dez 2025 00:43:48 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693
Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.8403064957571938e-08
Set parameter Threads to value 2
Set parameter Cuts to value 1
Set parameter NodefileDir to value "/home/ps12398/gp-momulap/goalProgrammingMarcos/"
Set parameter NodefileStart to value 0.1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Optimize a model with 733928 rows, 495518 columns and 5922184 nonzeros
Model fingerprint: 0xd8082fe8
Model has 502 quadratic constraints
Variable types: 247512 continuous, 248006 integer (497 binary)
Coefficient statistics:
  Matrix range     [2e-03, 7e+06]
  QMatrix range    [2e-03, 1e+05]
  QLMatrix range   [1e+00, 1e+05]
  Objective range  [1e+00, 1e+08]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 9e+05]
  QRHS range       [3e-03, 3e-03]
Presolve removed 728393 rows and 489419 columns
Presolve time: 4.68s
Presolved: 8645 rows, 7058 columns, 2079615 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 497 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 1727 continuous, 5331 integer (499 binary)
Found heuristic solution: objective 4.814457e+07

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   1.391335e+04   0.000000e+00     20s
     734    1.3321656e+05   1.322217e+03   0.000000e+00     20s
     917    1.4144537e+05   0.000000e+00   0.000000e+00     21s

Root relaxation: objective 1.414454e+05, 917 iterations, 1.69 seconds (1.07 work units)
Total elapsed time = 21.22s (DegenMoves)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 141445.374    0  950 4.8145e+07 141445.374   100%     -   21s
   289   306 2025441.87   90  768 4.6434e+07 1840596.19  96.0%  19.6  276s
   305   325 2046930.92   96  752 4.6434e+07 1840596.19  96.0%  19.7  281s
   324   342 2048097.00   99  744 4.6434e+07 1840596.19  96.0%  20.1  286s
   341   363 2054055.25  103  737 4.6434e+07 1840596.19  96.0%  20.2  292s
   362   382 2082735.40  108  729 4.6434e+07 1840596.19  96.0%  20.2  297s
   381   409 2098429.69  115  729 4.6434e+07 1840596.19  96.0%  19.9  305s
   408   431 2099290.83  125  726 4.6434e+07 1840596.19  96.0%  19.5  311s
   430   454 2118360.00  131  711 4.6434e+07 1840596.19  96.0%  19.5  319s
   453   480 2133204.69  140  712 4.6434e+07 1840596.19  96.0%  20.2  325s
   479   506 2156176.73  149  717 4.6434e+07 1840596.19  96.0%  20.1  332s
   505   541 2171120.02  156  712 4.6434e+07 1840596.19  96.0%  20.2  339s
   540   568 2179497.38  164  704 4.6434e+07 1840596.19  96.0%  20.1  344s
   567   598 2225755.11  175  699 4.6434e+07 1840596.19  96.0%  20.4  351s
   597   642 2315646.31  186  701 4.6434e+07 1840596.19  96.0%  20.9  357s
   641   733 2289629.73  207  689 4.6434e+07 1840596.19  96.0%  20.6  366s
   732   826 2289788.90  267  689 4.6434e+07 1840596.19  96.0%  18.3  375s
   825   880 2289948.07  327  689 4.6434e+07 1840596.19  96.0%  16.4  384s
   879   913 2290030.84  358  689 4.6434e+07 1840596.19  96.0%  15.5  394s
   912   972 2290105.12  386  689 4.6434e+07 1840596.19  96.0%  15.0  407s
   971  1018 2290190.02  418  689 4.6434e+07 1840596.19  96.0%  14.2  420s
  1017  1081 2290250.50  441  689 4.6434e+07 1840596.19  96.0%  13.6  432s
  1080  1188 2290343.88  476  689 4.6434e+07 1840596.19  96.0%  12.9  451s
  1187  1266 2290482.83  525  688 4.6434e+07 1840596.19  96.0%  11.9  465s
  1265  1346 2290504.48  551  688 4.6434e+07 1840596.19  96.0%  11.2  481s
  1345  1445 2290531.84  584  688 4.6434e+07 1840596.19  96.0%  10.7  490s
  1444  1642 2290549.67  597  687 4.6434e+07 1840596.19  96.0%  10.0  508s
  1641  1755 2290907.61  667  684 4.6434e+07 1840596.19  96.0%   8.9  524s
  1754  1888 2291125.84  712  684 4.6434e+07 1840596.19  96.0%   8.4  541s
  1887  1993 2291338.56  756  684 4.6434e+07 1840596.19  96.0%   7.9  555s
H 1992  2014                    4.638878e+07 1840596.19  96.0%   7.5  569s
  2013  2173 2291560.96  802  684 4.6389e+07 1840596.19  96.0%   7.5  589s
  2172  2336 2291799.69  849  682 4.6389e+07 1840596.19  96.0%   7.0  612s
  2335  2498 2292040.98  896  682 4.6389e+07 1840596.19  96.0%   6.6  634s
  2497  2694 2292206.04  930  682 4.6389e+07 1840596.19  96.0%   6.2  655s
H 2550  2694                    4.419893e+07 1840596.19  95.8%   6.1  655s
  2693  2834 2292383.70  965  682 4.4199e+07 1840596.19  95.8%   5.9  676s
H 2833  2952                    4.198449e+07 1840596.19  95.6%   5.7  693s
  2951  2968 2292599.04 1010  682 4.1984e+07 1840596.19  95.6%   5.5  714s
  2967  3046 2292619.48 1016  682 4.1984e+07 1840596.19  95.6%   5.5  733s
H 3045  3246                    4.059039e+07 1840596.19  95.5%   5.4  760s
H 3116  3246                    4.021362e+07 1840596.19  95.4%   5.3  760s
H 3245  3409                    3.879896e+07 1840596.19  95.3%   5.1  789s
H 3408  3511                    3.746704e+07 1840596.19  95.1%   4.9  813s
  3510  3737 2293031.11 1183  679 3.7467e+07 1840596.19  95.1%   4.8  838s
  3737  3738 2290280.37  362 2194 3.7467e+07 1840596.19  95.1%   4.6  921s
  3739  3739 2293076.22 1238  656 3.7467e+07 1840596.19  95.1%   4.6  927s
  3741  3741 2292115.66  913  886 3.7467e+07 2016800.72  94.6%   4.6  930s
  3745  3743 2290632.50  609  947 3.7467e+07 2070731.29  94.5%   4.6  935s
H 3745  3555                    3.326147e+07 2089240.77  93.7%   4.6  937s
  3750  3559 2292935.87 1103  925 3.3261e+07 2101628.39  93.7%   4.6  941s
H 3755  3384                    3.201125e+07 2125294.96  93.4%   4.6  945s
  3769  3393 2396557.58 1173  986 3.2011e+07 2130848.30  93.3%   4.6  950s
  3785  3404 2290532.02  582  990 3.2011e+07 2133240.29  93.3%   4.6  955s
H 3789  3237                    2.521021e+07 2133240.29  91.5%   6.9  956s
H 3792  3077                    2.403964e+07 2133240.29  91.1%   6.9  960s
  3800  3082 2290729.20  629  990 2.4040e+07 2143624.84  91.1%   6.9  965s
  3810  3089 2293157.80 1335 1016 2.4040e+07 2146285.95  91.1%   6.9  970s
  3822  3097 2290234.67  431 1018 2.4040e+07 2146285.95  91.1%   6.9  977s
  3832  3106 2343943.29   27 1439 2.4040e+07 2151051.16  91.1%   9.4  980s
H 3851  2963                    2.373377e+07 2159992.63  90.9%  10.7  983s
  3867  2976 2328615.49   36 1424 2.3734e+07 2170559.22  90.9%  11.0  985s
H 3879  2834                    2.370457e+07 2170559.22  90.8%  11.4  986s
H 3881  2695                    2.255957e+07 2170559.22  90.4%  11.6  989s
  3891  2706 2322280.79   41 1400 2.2560e+07 2170559.22  90.4%  12.0  990s
H 3905  2579                    2.253150e+07 2170559.22  90.4%  12.3  993s
H 3907  2452                    2.250155e+07 2170559.22  90.4%  12.5  993s
  3921  2465 2260951.78   47 1413 2.2502e+07 2170559.22  90.4%  12.7  995s
H 3933  2351                    2.246626e+07 2170559.22  90.3%  13.1  997s
H 3935  2236                    2.242183e+07 2170559.22  90.3%  13.3  997s
  3952  2264 2278555.04   55 1378 2.2422e+07 2170559.22  90.3%  13.6 1001s
H 3969  2150                    2.242048e+07 2170559.22  90.3%  13.8 1001s
  4013  2192 2317625.96   69 1291 2.2420e+07 2170559.22  90.3%  14.3 1005s
H 4065  2121                    2.223479e+07 2170559.22  90.2%  15.0 1009s
  4076  2126 2361879.51   83 1262 2.2235e+07 2170559.22  90.2%  15.2 1010s
  4148  2194 2399910.11   98 1208 2.2235e+07 2170559.22  90.2%  16.1 1015s
  4242  2255 2452567.96  120 1152 2.2235e+07 2170559.22  90.2%  17.2 1020s
  4301  2270 2455285.98  139 1089 2.2235e+07 2170559.22  90.2%  18.0 1027s
H 4303  2171                    2.211220e+07 2170559.22  90.2%  18.1 1027s
  4325  2195 2471767.00  147 1063 2.2112e+07 2170559.22  90.2%  18.6 1033s
H 4352  2125                    2.188557e+07 2170559.22  90.1%  19.8 1037s
  4384  2163 2503025.72  159 1035 2.1886e+07 2170559.22  90.1%  20.7 1040s
  4512  2280 2567549.26  181  943 2.1886e+07 2170559.22  90.1%  23.3 1046s
  4693  2446 2589390.48  219  788 2.1886e+07 2170559.22  90.1%  23.9 1050s
H 4854  2436                    8773899.3153 2170559.22  75.3%  23.8 1053s
H 4932  2326                    8588915.9165 2170559.22  74.7%  23.5 1053s
  4933  2400 2635547.22  280  761 8588915.92 2170559.22  74.7%  23.5 1056s
H 4989  2302                    8032620.4758 2170559.22  73.0%  23.3 1056s
H 5008  2292                    7665147.5476 2170559.22  71.7%  23.3 1059s
  5081  2516 2644959.19  314  758 7665147.55 2170559.22  71.7%  23.1 1062s
  5329  2598 2660251.75  377  758 7665147.55 2170559.22  71.7%  22.3 1066s
H 5445  2488                    7366737.1717 2170559.22  70.5%  22.0 1066s
  5738  2827 2695828.44  497  755 7366737.17 2170559.22  70.5%  21.3 1072s
  5931  2961 2659248.32  546  749 7366737.17 2170559.22  70.5%  20.9 1075s
H 6202  3009                    7111682.8176 2170559.22  69.5%  20.2 1082s
  6336  3242 2660078.82  631  749 7111682.82 2170559.22  69.5%  19.8 1085s
  6889  3579 2661047.64  774  750 7111682.82 2170559.22  69.5%  18.4 1093s
H 7135  3434                    7068144.2425 2170559.22  69.3%  17.8 1098s
H 7136  3372                    7045592.2218 2170559.22  69.2%  17.8 1098s
  7137  3650 2661647.71  838  747 7045592.22 2170559.22  69.2%  17.7 1102s
  7415  3831 2662287.90  906  747 7045592.22 2170559.22  69.2%  17.1 1105s
  7653  4136 2662833.93  964  747 7045592.22 2170559.22  69.2%  16.6 1110s
H 8274  4526                    6800161.7139 2170559.22  68.1%  15.5 1118s
  8348  4738 2664841.87 1158  744 6800161.71 2170559.22  68.1%  15.3 1122s
H 8560  4788                    6560827.9973 2170559.22  66.9%  15.1 1126s
  8610  5107 2669430.69 1227  749 6560828.00 2170559.22  66.9%  15.2 1131s
  8929  5437 2676958.94 1299  745 6560828.00 2170559.22  66.9%  14.8 1135s
  9398  5897 2677637.79 1418  744 6560828.00 2170559.22  66.9%  14.2 1144s
H 9719  5981                    6451591.2013 2170559.22  66.4%  13.8 1149s
  9803  6057 2678051.39 1498  744 6451591.20 2170559.22  66.4%  13.7 1154s
H 9839  6057                    5298721.3589 2170559.22  59.0%  13.6 1154s
  9879  6397 2678094.18 1517  744 5298721.36 2170559.22  59.0%  13.6 1159s
 10219  6738 2678589.09 1602  744 5298721.36 2170559.22  59.0%  13.2 1163s
 10560  6988 2678964.42 1686  744 5298721.36 2170559.22  59.0%  12.8 1167s
H10728  6988                    5298643.1067 2170559.22  59.0%  12.6 1167s
 10810  7285 2679362.93 1764  744 5298643.11 2170559.22  59.0%  12.5 1172s
 11107  7576 2679849.47 1841  743 5298643.11 2170559.22  59.0%  12.2 1176s
 11398  7786 2680237.76 1917  743 5298643.11 2170559.22  59.0%  11.9 1181s
 11608  7958 2680780.05 1979  728 5298643.11 2170559.22  59.0%  11.8 1185s
H11795  7974                    5248483.4778 2170559.22  58.6%  11.7 1189s
 11796  8097 2684144.58 1997  735 5248483.48 2170559.22  58.6%  11.7 1192s
 11919  8275 2731331.14 2019  735 5248483.48 2170559.22  58.6%  11.7 1196s
H12034  8275                    5248471.8268 2170559.22  58.6%  11.6 1196s
 12097  8533 2697074.61 2077  733 5248471.83 2170559.22  58.6%  11.6 1201s
 12355  8749 2697607.25 2143  732 5248471.83 2170559.22  58.6%  11.4 1205s
H12571  8926                    5247297.7995 2170559.22  58.6%  11.2 1209s
 12748  9213 2698054.97 2216  732 5247297.80 2170559.22  58.6%  11.1 1214s
 13035  9467 2698511.24 2283  733 5247297.80 2170559.22  58.6%  11.0 1218s
 13289  9678 2698988.08 2341  732 5247297.80 2170559.22  58.6%  10.8 1222s
 13500  9819 2699253.76 2395  731 5247297.80 2170559.22  58.6%  10.7 1226s
H13503  9819                    5245080.3670 2170559.22  58.6%  10.7 1226s
 13641 10078 2699433.24 2431  732 5245080.37 2170559.22  58.6%  10.6 1231s
H13899 10078                    5235798.0790 2170559.22  58.5%  10.5 1231s
 13900 10350 2699756.87 2495  732 5235798.08 2170559.22  58.5%  10.5 1236s
 14172 10620 2700138.68 2568  731 5235798.08 2170559.22  58.5%  10.4 1240s
 14722 10902 2700869.41 2712  730 5235798.08 2170559.22  58.5%  10.1 1248s
 14724 11174 2700869.93 2713  731 5235798.08 2170559.22  58.5%  10.1 1252s
H14996 11215                    5221126.3580 2170559.22  58.4%  10.0 1257s
 15037 11436 2701239.58 2777  730 5221126.36 2170559.22  58.4%  10.0 1261s
H15164 11436                    5218643.7428 2170559.22  58.4%  10.0 1261s
 15258 11744 2701517.18 2841  731 5218643.74 2170559.22  58.4%   9.9 1265s
H15834 12246                    5217076.7128 2170559.22  58.4%   9.7 1273s
 16068 12507 2702416.76 3018  730 5217076.71 2170559.22  58.4%   9.6 1277s
 16329 12795 2702730.80 3081  731 5217076.71 2170559.22  58.4%   9.5 1282s
 16617 12932 2703091.80 3152  731 5217076.71 2170559.22  58.4%   9.4 1285s
H16627 12932                    5216486.2171 2170559.22  58.4%   9.4 1285s
 16754 13198 2703287.03 3191  731 5216486.22 2170559.22  58.4%   9.3 1290s
 17147 13598 2703648.04 3262  731 5216486.22 2170559.22  58.4%   9.2 1298s
 17420 13896 2703879.76 3328  719 5216486.22 2170559.22  58.4%   9.1 1303s
H17557 13896                    5215515.4614 2170559.22  58.4%   9.1 1303s
H17718 14103                    5214973.4937 2170559.22  58.4%   9.0 1307s
 17925 14356 2722455.26 3425  725 5214973.49 2170559.22  58.4%   9.0 1311s
 18178 14651 2722165.38 3486  716 5214973.49 2170559.22  58.4%   8.9 1315s
H18473 14778                    5211173.4558 2170559.22  58.3%   8.8 1319s
 18600 15063 2722433.46 3557  716 5211173.46 2170559.22  58.3%   8.7 1324s
 18885 15328 2722792.97 3627  716 5211173.46 2170559.22  58.3%   8.6 1330s
H19286 15546                    5208161.2327 2170559.22  58.3%   8.5 1334s
 19368 15857 2723299.81 3761  716 5208161.23 2170559.22  58.3%   8.5 1338s
 19679 16000 2723779.88 3839  714 5208161.23 2170559.22  58.3%   8.4 1341s
 19824 16236 2723828.82 3859  715 5208161.23 2170559.22  58.3%   8.3 1348s
 20058 16524 2724231.67 3917  714 5208161.23 2170559.22  58.3%   8.2 1351s
H20346 16526                    5206872.7450 2170559.22  58.3%   8.2 1355s
H20629 17028                    5206503.6266 2170559.22  58.3%   8.1 1362s
 20850 17252 2725199.16 4096  715 5206503.63 2170559.22  58.3%   8.0 1366s
 21362 17693 2725872.80 4226  713 5206503.63 2170559.22  58.3%   7.9 1373s
H21481 17693                    5199394.3510 2170559.22  58.3%   7.9 1373s
 21515 17973 2725999.18 4267  713 5199394.35 2170559.22  58.3%   7.9 1376s
 21795 18246 2726195.41 4341  706 5199394.35 2170559.22  58.3%   7.8 1380s
 22068 18492 2726327.15 4412  706 5199394.35 2170559.22  58.3%   7.7 1385s
H22313 18492                    5191026.7323 2170559.22  58.2%   7.6 1385s
 22560 19014 2726604.11 4540  704 5191026.73 2170559.22  58.2%   7.5 1392s
 22836 19245 2726773.85 4609  704 5191026.73 2170559.22  58.2%   7.5 1396s
H22897 19245                    5190917.3610 2170559.22  58.2%   7.4 1396s
 23067 19478 2726942.13 4664  704 5190917.36 2170559.22  58.2%   7.4 1400s
H23207 19478                    5190917.3248 2170559.22  58.2%   7.4 1400s
 23500 19891 2727246.24 4787  700 5190917.32 2170559.22  58.2%   7.3 1406s
 23713 20084 2727331.57 4843  701 5190917.32 2170559.22  58.2%   7.2 1410s
 24127 20495 2727572.55 4942  700 5190917.32 2170559.22  58.2%   7.1 1416s
 24317 20688 2727698.85 4994  700 5190917.32 2170559.22  58.2%   7.1 1420s
H24510 20762                    5190547.7625 2170559.22  58.2%   7.0 1423s
 24584 21026 2727850.87 5057  700 5190547.76 2170559.22  58.2%   7.0 1427s
 24848 21120 2728011.17 5123  700 5190547.76 2170559.22  58.2%   6.9 1431s
 25195 21649 2728272.53 5210  697 5190547.76 2170559.22  58.2%   6.9 1438s
H25471 21724                    5188799.3187 2170559.22  58.2%   6.8 1441s
 25546 22004 2728803.87 5297  697 5188799.32 2170559.22  58.2%   6.8 1445s
 26141 22616 2729734.91 5441  698 5188799.32 2170559.22  58.2%   6.7 1451s
H26698 22958                    5163665.6786 2170559.22  58.0%   6.6 1457s
 26780 23210 2735149.97 5583  696 5163665.68 2170559.22  58.0%   6.6 1460s
 27319 23708 2738722.72 5728  697 5163665.68 2170559.22  58.0%   6.6 1466s
 27768 23948 2749270.91 5854  697 5163665.68 2170559.22  58.0%   6.6 1472s
H27769 23948                    5162179.2751 2170559.22  58.0%   6.6 1473s
 27770 24155 2742947.12 5855  697 5162179.28 2170559.22  58.0%   6.6 1476s
H27879 24155                    5161088.2692 2170559.22  57.9%   6.6 1476s
H27977 24311                    5158846.7379 2170559.22  57.9%   6.6 1479s
 28133 24449 2745558.45 5934  698 5158846.74 2170559.22  57.9%   6.6 1483s
H28249 24449                    5142781.5906 2170559.22  57.8%   6.6 1483s
 28271 24739 2752662.83 5992  697 5142781.59 2170559.22  57.8%   6.6 1486s
 28561 24932 2754746.23 6069  696 5142781.59 2170559.22  57.8%   6.6 1491s
H28654 24932                    5116936.2047 2170559.22  57.6%   6.6 1491s
 28990 25390 2753887.36 6183  697 5116936.20 2170559.22  57.6%   6.6 1497s
 29212 25650 2758783.04 6241  697 5116936.20 2170559.22  57.6%   6.6 1501s
 29690 25949 2760039.74 6368  697 5116936.20 2170559.22  57.6%   6.6 1507s
H29691 25949                    5116653.5903 2170559.22  57.6%   6.6 1507s
H29692 25949                    5114619.0410 2170559.22  57.6%   6.6 1507s
 29771 26195 2760084.68 6369  697 5114619.04 2170559.22  57.6%   6.6 1510s
H30018 26197                    5114290.1689 2170559.22  57.6%   6.6 1512s
 30019 26407 2762180.11 6431  699 5114290.17 2170559.22  57.6%   6.6 1515s
H30044 26407                    5114178.6934 2170559.22  57.6%   6.6 1515s
 30529 26898 2766182.07 6552  698 5114178.69 2170559.22  57.6%   6.5 1522s
H30652 26898                    5114078.8493 2170559.22  57.6%   6.5 1522s
 30720 27175 2767484.04 6613  697 5114078.85 2170559.22  57.6%   6.4 1525s
 31235 27682 2768258.23 6738  697 5114078.85 2170559.22  57.6%   6.4 1531s
 31504 27875 2768691.15 6804  697 5114078.85 2170559.22  57.6%   6.3 1535s
 31699 28087 2769076.17 6866  697 5114078.85 2170559.22  57.6%   6.3 1541s
 31909 28376 2769456.20 6925  697 5114078.85 2170559.22  57.6%   6.2 1545s
 32409 28834 2770253.07 7051  692 5114078.85 2170559.22  57.6%   6.2 1551s
H32656 28963                    5110074.4246 2170559.22  57.5%   6.1 1554s
 32785 29173 2772993.93 7132  692 5110074.42 2170559.22  57.5%   6.1 1557s
 32995 29420 2773980.08 7184  692 5110074.42 2170559.22  57.5%   6.1 1560s
 33478 29836 2777686.87 7302  691 5110074.42 2170559.22  57.5%   6.1 1567s
 33658 30062 2778620.41 7347  691 5110074.42 2170559.22  57.5%   6.1 1570s
 34033 30489 2780138.03 7436  688 5110074.42 2170559.22  57.5%   6.0 1576s
H34311 30595                    5104201.4969 2170559.22  57.5%   6.0 1579s
 34417 30872 2781568.79 7514  688 5104201.50 2170559.22  57.5%   6.0 1582s
 34694 31078 2782630.95 7581  687 5104201.50 2170559.22  57.5%   6.0 1585s
 35167 31347 2784980.60 7700  688 5104201.50 2170559.22  57.5%   5.9 1591s
H35279 31509                    5103756.1240 2170559.22  57.5%   5.9 1594s
 35331 31751 2785763.20 7756  687 5103756.12 2170559.22  57.5%   5.9 1597s
 35816 32257 2803316.44 7865  685 5103756.12 2170559.22  57.5%   5.9 1602s
H36079 32417                    5103307.0918 2170559.22  57.5%   5.9 1604s
 36239 32695 2803566.26 7946  685 5103307.09 2170559.22  57.5%   5.8 1607s
 36517 32967 2803741.65 8015  685 5103307.09 2170559.22  57.5%   5.8 1610s
H36945 33157                    5102977.4283 2170559.22  57.5%   5.8 1612s
 37240 33652 2804257.92 8200  683 5102977.43 2170559.22  57.5%   5.7 1617s
 37474 33905 2804473.08 8255  684 5102977.43 2170559.22  57.5%   5.7 1620s
H37835 34075                    5097611.1344 2170559.22  57.4%   5.7 1622s
 38104 34486 2805084.44 8419  680 5097611.13 2170559.22  57.4%   5.6 1625s
Created node file directory '/home/ps12398/gp-momulap/goalProgrammingMarcos//grbnodes12'
H38587 34838                    5096132.1988 2170559.22  57.4%   5.6 1632s
