
Gurobi 11.0.3 (linux64, Java) logging started qua 24 dez 2025 10:32:00 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693
Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.8403064957571938e-08
Set parameter Threads to value 2
Set parameter Cuts to value 1
Set parameter NodefileDir to value "/home/ps12398/gp-momulap/goalProgrammingMarcos/"
Set parameter NodefileStart to value 0.1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Optimize a model with 733928 rows, 495518 columns and 5922184 nonzeros
Model fingerprint: 0x4d2ca67f
Model has 502 quadratic constraints
Variable types: 247512 continuous, 248006 integer (497 binary)
Coefficient statistics:
  Matrix range     [2e-03, 7e+06]
  QMatrix range    [2e-03, 1e+05]
  QLMatrix range   [1e+00, 1e+05]
  Objective range  [1e+00, 1e+08]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 8e+05]
  QRHS range       [1e-02, 1e-02]
Presolve removed 484934 rows and 246513 columns (presolve time = 5s) ...
Presolve removed 728393 rows and 489419 columns
Presolve time: 8.55s
Presolved: 8645 rows, 7058 columns, 2079615 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 497 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 1727 continuous, 5331 integer (499 binary)
Found heuristic solution: objective 4.315803e+07

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   1.250747e+04   0.000000e+00     28s
     755    0.0000000e+00   0.000000e+00   0.000000e+00     29s

Root relaxation: objective 0.000000e+00, 755 iterations, 1.27 seconds (0.69 work units)
Total elapsed time = 29.09s (DegenMoves)
Total elapsed time = 32.00s (DegenMoves)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    0.00000    0  904 4.3158e+07    0.00000   100%     -   32s
   305   320 1277535.03   93 1055 4.3062e+07 737407.987  98.3%  14.7  282s
   319   340 1280023.05  101 1043 4.3062e+07 737407.987  98.3%  14.7  288s
   339   355 1304526.21  109 1030 4.3062e+07 737407.987  98.3%  14.6  294s
   354   376 1357791.14  116 1015 4.3062e+07 737407.987  98.3%  14.6  299s
   375   397 1390930.99  126  993 4.3062e+07 737407.987  98.3%  14.7  306s
   396   421 1466642.94  134  976 4.3062e+07 737407.987  98.3%  14.5  315s
   420   443 1514427.03  142  968 4.3062e+07 737407.987  98.3%  14.5  323s
   442   470 1523956.16  148  953 4.3062e+07 737407.987  98.3%  14.5  332s
   469   500 1585841.36  154  934 4.3062e+07 737407.987  98.3%  14.6  341s
   499   531 1646394.41  163  908 4.3062e+07 737407.987  98.3%  14.4  351s
   530   559 1691294.21  171  878 4.3062e+07 737407.987  98.3%  14.2  363s
   558   591 1732095.77  179  848 4.3062e+07 737407.987  98.3%  14.3  375s
   590   620 1770156.28  189  817 4.3062e+07 737407.987  98.3%  14.3  385s
   619   652 1799777.49  200  692 4.3062e+07 737407.987  98.3%  14.4  399s
   651   681 1817853.48  211  769 4.3062e+07 737407.987  98.3%  14.4  412s
   680   720 1841330.53  221  754 4.3062e+07 737407.987  98.3%  14.8  423s
H  719   756                    4.295370e+07 737407.987  98.3%  14.7  433s
   755   771 1857591.63  239  748 4.2954e+07 737407.987  98.3%  14.6  445s
   770   816 1895760.33  242  739 4.2954e+07 737407.987  98.3%  14.5  458s
   815   870 1890191.71  253  732 4.2954e+07 737407.987  98.3%  14.0  478s
   869   950 1890229.73  275  729 4.2954e+07 737407.987  98.3%  13.2  494s
   949  1026 1890242.77  325  729 4.2954e+07 737407.987  98.3%  12.2  513s
  1025  1142 1890254.45  370  729 4.2954e+07 737407.987  98.3%  11.4  539s
  1141  1227 1890271.14  434  729 4.2954e+07 737407.987  98.3%  10.3  559s
  1226  1318 1890282.62  478  729 4.2954e+07 737407.987  98.3%   9.7  582s
  1317  1394 1890294.62  524  729 4.2954e+07 737407.987  98.3%   9.1  602s
H 1345  1394                    3.951509e+07 737407.987  98.1%   8.9  602s
H 1391  1394                    1.088445e+07 737407.987  93.2%   8.6  602s
  1393  1396 1890302.24  553  729 1.0884e+07 737407.987  93.2%   8.6  645s
  1395  1525 1890302.44  554  729 1.0884e+07 737407.987  93.2%   8.6  671s
  1524  1654 1890318.41  615  729 1.0884e+07 737407.987  93.2%   8.0  701s
  1653  1838 1890392.46  681  727 1.0884e+07 737407.987  93.2%   7.4  730s
  1837  1993 1890516.41  795  727 1.0884e+07 737407.987  93.2%   6.8  760s
  1992  2099 1890610.61  880  727 1.0884e+07 737407.987  93.2%   6.3  783s
  2098  2287 1890673.56  926  727 1.0884e+07 737407.987  93.2%   6.1  808s
  2286  2479 1890756.86 1000  727 1.0884e+07 737407.987  93.2%   5.6  839s
  2478  2665 1890857.67 1075  727 1.0884e+07 737407.987  93.2%   5.3  864s
  2664  2834 1890935.61 1144  727 1.0884e+07 737407.987  93.2%   5.0  927s
  2833  2996 1891160.88 1225  726 1.0884e+07 737407.987  93.2%   4.7  964s
  2995  3161 1891561.21 1304  726 1.0884e+07 737407.987  93.2%   4.5 1005s
  3160  3298 1891926.04 1376  726 1.0884e+07 737407.987  93.2%   4.4 1040s
  3297  3503 1892138.12 1443  725 1.0884e+07 737407.987  93.2%   4.2 1076s
  3502  3698 1892177.88 1544  724 1.0884e+07 737407.987  93.2%   4.0 1110s
  3698  3699 1924510.77 1023 2194 1.0884e+07 737407.987  93.2%   3.9 1230s
  3705  3704 1271813.87   90  858 1.0884e+07 830277.246  92.4%   3.9 1235s
  3712  3708 1925037.71 1414  869 1.0884e+07 841649.483  92.3%   3.9 1240s
H 3722  3528                    1.018051e+07 857762.320  91.6%   3.8 1245s
  3738  3539 1925416.02 1535  897 1.0181e+07 864869.845  91.5%   3.8 1250s
H 3756  3374                    1.017914e+07 864869.845  91.5%   5.4 1255s
  3765  3380 1925245.00 1499  902 1.0179e+07 877961.263  91.4%   5.4 1260s
H 3783  3222                    1.014330e+07 889777.512  91.2%   5.4 1264s
  3785  3223 1924431.15  950  925 1.0143e+07 889777.512  91.2%   5.4 1265s
  3803  3235 1924214.23  864  924 1.0143e+07 895422.197  91.2%   5.4 1270s
H 3803  3072                    9517157.2962 895422.197  90.6%   5.4 1271s
  3814  3079 1856478.70  226  931 9517157.30 897941.540  90.6%   5.3 1276s
  3824  3089 951568.160   26 1399 9517157.30 910723.688  90.4%   7.1 1280s
H 3843  2946                    9481621.3744 918250.420  90.3%   7.7 1282s
H 3896  2836                    9052306.3829 918250.420  89.9%   8.7 1286s
H 3925  2713                    8376455.0638 918250.420  89.0%   9.3 1289s
  3926  2719 1079813.48   50 1371 8376455.06 918250.420  89.0%   9.3 1290s
  4013  2785 1188981.51   71 1304 8376455.06 918250.420  89.0%  10.4 1295s
H 4017  2651                    8268588.7072 918250.420  88.9%  10.4 1295s
  4236  2832 1553083.83  128 1079 8268588.71 918250.420  88.9%  11.5 1300s
H 4372  2765                    8056880.8112 918250.420  88.6%  12.0 1303s
  4429  2849 1678475.37  176  962 8056880.81 918250.420  88.6%  12.5 1305s
H 4503  2754                    7920307.4878 918250.420  88.4%  12.6 1307s
  4750  2963 1748187.71  247  821 7920307.49 918250.420  88.4%  12.6 1310s
  5228  3227 1755751.50  363  789 7920307.49 918250.420  88.4%  11.5 1315s
H 5243  3108                    7703846.0195 918250.420  88.1%  11.5 1316s
  5616  3476 1756293.99  461  787 7703846.02 918250.420  88.1%  10.8 1320s
H 5907  3462                    5700908.3389 918250.420  83.9%  10.3 1324s
  5936  3602 1756655.27  543  788 5700908.34 918250.420  83.9%  10.3 1326s
H 6088  3519                    5678782.0097 918250.420  83.8%  10.1 1328s
H 6156  3399                    5575474.1342 918250.420  83.5%  10.0 1328s
H 6157  3451                    5575472.9050 918250.420  83.5%   9.9 1330s
H 6303  3374                    5574821.0835 918250.420  83.5%   9.7 1332s
H 6325  3282                    5525359.6629 918250.420  83.4%   9.7 1332s
  6538  3565 1757425.49  702  788 5525359.66 918250.420  83.4%   9.4 1336s
H 6796  3481                    5431927.3367 918250.420  83.1%   9.1 1339s
  6797  3662 1757819.89  783  787 5431927.34 918250.420  83.1%   9.1 1341s
  7173  3925 1758326.71  867  786 5431927.34 918250.420  83.1%   8.7 1345s
H 7461  3957                    5431895.6180 918250.420  83.1%   8.4 1349s
  7570  4144 1758984.11  961  785 5431895.62 918250.420  83.1%   8.3 1351s
  8024  4456 1759735.64 1070  786 5431895.62 918250.420  83.1%   7.9 1355s
  8503  4850 1760486.63 1179  767 5431895.62 918250.420  83.1%   7.6 1361s
H 8511  4850                    5431463.2043 918250.420  83.1%   7.5 1361s
  8948  5402 1761104.61 1269  766 5431463.20 918250.420  83.1%   7.2 1366s
H 9069  5402                    5431461.9751 918250.420  83.1%   7.2 1366s
H 9501  5902                    5431205.4264 918250.420  83.1%   6.9 1372s
H 9616  5902                    5416747.7029 918250.420  83.0%   6.8 1372s
H 9716  6106                    5403409.3099 918250.420  83.0%   6.7 1376s
H10014  6254                    5374758.2092 918250.420  82.9%   6.6 1379s
 10068  6489 1762447.27 1508  736 5374758.21 918250.420  82.9%   6.5 1383s
H10072  6489                    5374756.9800 918250.420  82.9%   6.5 1383s
H10196  6489                    5369764.7990 918250.420  82.9%   6.5 1383s
 10303  6715 1762709.36 1570  736 5369764.80 918250.420  82.9%   6.4 1386s
 10797  7300 1763078.07 1657  727 5369764.80 918250.420  82.9%   6.2 1392s
 11400  7865 1763810.19 1795  727 5369764.80 918250.420  82.9%   5.9 1397s
H11510  7865                    5366567.8417 918250.420  82.9%   5.9 1397s
H11679  8107                    5365204.4159 918250.420  82.9%   5.8 1400s
 12284  8746 1764339.12 1955  712 5365204.42 918250.420  82.9%   5.6 1406s
H12319  8746                    5358948.0141 918250.420  82.9%   5.6 1406s
 12560  8861 1764603.38 1995  712 5358948.01 918250.420  82.9%   5.5 1413s
 12675  9034 1764869.79 2052  711 5358948.01 918250.420  82.9%   5.5 1420s
 12848  9177 1765161.71 2125  711 5358948.01 918250.420  82.9%   5.4 1426s
H12964  9177                    5358060.8959 918250.420  82.9%   5.4 1427s
 12991  9320 1765441.67 2183  711 5358060.90 918250.420  82.9%   5.4 1432s
H13107  9320                    5357991.3669 918250.420  82.9%   5.3 1432s
 13134  9535 1765639.59 2241  703 5357991.37 918250.420  82.9%   5.3 1436s
H13349  9790                    5355790.3133 918250.420  82.9%   5.3 1439s
 13604 10166 1766621.75 2382  702 5355790.31 918250.420  82.9%   5.3 1443s
H13980 10434                    5345495.3454 918250.420  82.8%   5.2 1447s
 14248 10748 1767368.94 2527  699 5345495.35 918250.420  82.8%   5.1 1454s
H14562 10998                    5344806.0747 918250.420  82.8%   5.0 1457s
 14812 11373 1767749.78 2671  696 5344806.07 918250.420  82.8%   5.0 1460s
H15576 11764                    5323807.5980 918250.420  82.8%   4.8 1470s
H15577 11764                    5282486.7542 918250.420  82.6%   4.8 1470s
H15853 12349                    5243349.0862 918250.420  82.5%   4.7 1476s
 16519 13017 1768730.93 3044  686 5243349.09 918250.420  82.5%   4.6 1482s
H16831 13219                    5235736.9939 918250.420  82.5%   4.6 1485s
 17354 13881 1769108.35 3222  684 5235736.99 918250.420  82.5%   4.5 1490s
H17703 13980                    5232916.0005 918250.420  82.5%   4.4 1492s
 17794 14315 1769351.98 3335  684 5232916.00 918250.420  82.5%   4.4 1495s
 18452 14917 1769652.42 3507  684 5232916.00 918250.420  82.5%   4.3 1501s
H18620 14917                    5200066.3879 918250.420  82.3%   4.3 1501s
 18731 15162 1769766.19 3591  684 5200066.39 918250.420  82.3%   4.3 1505s
H18858 15162                    5193793.8601 918250.420  82.3%   4.2 1505s
H18975 15162                    5185629.5920 918250.420  82.3%   4.2 1505s
 19133 15490 1769904.99 3655  670 5185629.59 918250.420  82.3%   4.2 1513s
 19304 15850 1769875.45 3656  671 5185629.59 918250.420  82.3%   4.2 1515s
 19666 16196 1770056.47 3747  669 5185629.59 918250.420  82.3%   4.1 1521s
H20010 16198                    5183534.4510 918250.420  82.3%   4.1 1524s
 20012 16533 1770207.51 3835  669 5183534.45 918250.420  82.3%   4.1 1526s
H20347 16717                    5177343.7698 918250.420  82.3%   4.0 1529s
 20531 17021 1770446.61 3963  668 5177343.77 918250.420  82.3%   4.0 1532s
 21181 17656 1770761.54 4124  660 5177343.77 918250.420  82.3%   3.9 1537s
 21470 17762 1770923.77 4206  660 5177343.77 918250.420  82.3%   3.9 1548s
H21575 17762                    5092914.6455 918250.420  82.0%   3.9 1548s
H21576 17872                    5071934.1832 918250.420  81.9%   3.9 1553s
H21685 17872                    5069097.7054 918250.420  81.9%   3.9 1553s
 21686 18204 1771092.95 4283  659 5069097.71 918250.420  81.9%   3.9 1556s
 22018 18206 1771211.00 4371  659 5069097.71 918250.420  81.9%   3.9 1561s
H22020 18504                    5066985.3890 918250.420  81.9%   3.9 1563s
 22318 18754 1771331.90 4448  659 5066985.39 918250.420  81.9%   3.9 1565s
 22894 19407 1771572.57 4582  658 5066985.39 918250.420  81.9%   3.8 1570s
H23221 19570                    5061949.1081 918250.420  81.9%   3.8 1573s
 23384 19904 1771709.37 4677  658 5061949.11 918250.420  81.9%   3.8 1576s
 24040 20560 1771982.30 4840  642 5061949.11 918250.420  81.9%   3.7 1580s
 24626 20941 1772592.10 4978  641 5061949.11 918250.420  81.9%   3.7 1585s
H24691 20941                    5058792.3527 918250.420  81.8%   3.7 1585s
H24756 20941                    5047526.6302 918250.420  81.8%   3.6 1585s
 24759 21181 1772719.58 5012  642 5047526.63 918250.420  81.8%   3.6 1591s
 25309 21801 1773097.94 5148  640 5047526.63 918250.420  81.8%   3.6 1595s
H25861 22154                    5046964.0906 918250.420  81.8%   3.6 1600s
H25904 22154                    5046608.6805 918250.420  81.8%   3.6 1600s
 26568 22998 1773484.96 5460  637 5046608.68 918250.420  81.8%   3.5 1605s
H27087 23277                    5044524.9307 918250.420  81.8%   3.5 1607s
H27258 23486                    5038563.4799 918250.420  81.8%   3.5 1609s
 27302 23787 1773833.11 5663  626 5038563.48 918250.420  81.8%   3.5 1611s
 28148 24632 1773971.29 5865  624 5038563.48 918250.420  81.8%   3.4 1616s
 28448 24634 1774064.15 5937  615 5038563.48 918250.420  81.8%   3.4 1621s
H28449 24634                    5037124.2317 918250.420  81.8%   3.4 1621s
H28516 24768                    5034885.5504 918250.420  81.8%   3.4 1624s
 28584 24770 1774074.71 5971  615 5034885.55 918250.420  81.8%   3.4 1628s
 28586 25049 1774060.04 5972  616 5034885.55 918250.420  81.8%   3.4 1630s
H29005 25328                    5033391.3652 918250.420  81.8%   3.5 1632s
H29144 25617                    5031829.0769 918250.420  81.8%   3.5 1633s
H29433 25789                    5031705.9505 918250.420  81.8%   3.4 1635s
H29566 25789                    5031237.7500 918250.420  81.7%   3.4 1635s
 29899 26085 1774286.68 6311  619 5031237.75 918250.420  81.7%   3.4 1640s
H29945 26260                    5031232.2937 918250.420  81.7%   3.4 1642s
H30059 26260                    5027748.9035 918250.420  81.7%   3.4 1642s
 30328 26714 1774451.37 6432  613 5027748.90 918250.420  81.7%   3.4 1645s
H30793 27157                    5027742.9926 918250.420  81.7%   3.4 1648s
H30859 27157                    5027426.4448 918250.420  81.7%   3.4 1648s
 31236 27624 1774554.38 6654  613 5027426.44 918250.420  81.7%   3.3 1650s
H31733 28036                    5024509.1949 918250.420  81.7%   3.3 1654s
 31852 28209 1774695.40 6794  610 5024509.19 918250.420  81.7%   3.3 1655s
H32777 29136                    5024503.7826 918250.420  81.7%   3.3 1661s
H32899 29136                    5024475.1469 918250.420  81.7%   3.2 1661s
 33399 29826 1775100.18 7197  610 5024475.15 918250.420  81.7%   3.2 1665s
H33755 30056                    5024469.6905 918250.420  81.7%   3.2 1667s
H33871 30056                    5022907.4819 918250.420  81.7%   3.2 1667s
 34125 30511 1775324.86 7392  606 5022907.48 918250.420  81.7%   3.2 1671s
 34718 31104 1775480.84 7540  607 5022907.48 918250.420  81.7%   3.2 1676s
H34747 31104                    5022332.6952 918250.420  81.7%   3.2 1676s
 34986 31414 1775540.74 7591  605 5022332.70 918250.420  81.7%   3.1 1681s
H35052 31414                    5022329.2983 918250.420  81.7%   3.1 1681s
H35230 31591                    5022120.7472 918250.420  81.7%   3.1 1683s
 35407 31797 1775645.26 7687  605 5022120.75 918250.420  81.7%   3.1 1685s
H36198 32557                    5022115.2909 918250.420  81.7%   3.1 1689s
H36373 32610                    5019040.6835 918250.420  81.7%   3.1 1691s
 36679 33013 1775931.43 8026  601 5019040.68 918250.420  81.7%   3.1 1700s
H37446 33760                    5019039.3435 918250.420  81.7%   3.0 1706s
H37522 33760                    5016438.6903 918250.420  81.7%   3.0 1706s
H37595 33816                    5012241.0644 918250.420  81.7%   3.0 1708s
H37631 33816                    4999114.7931 918250.420  81.6%   3.0 1708s
 37826 34234 1776452.87 8349  574 4999114.79 918250.420  81.6%   3.0 1711s
 38476 34866 1776578.94 8514  572 4999114.79 918250.420  81.6%   3.0 1715s
Created node file directory '/home/ps12398/gp-momulap/goalProgrammingMarcos//grbnodes5'
 38682 34936 1776595.22 8569  572 4999114.79 918250.420  81.6%   3.0 1721s
 39029 35456 1776636.90 8693  572 4999114.79 918250.420  81.6%   3.0 1725s
 39749 36172 1776695.84 8886  572 4999114.79 918250.420  81.6%   3.0 1732s
 39988 36310 1776808.02 8957  571 4999114.79 918250.420  81.6%   3.0 1736s
H40057 36310                    4984899.7714 918250.420  81.6%   3.0 1736s
 40126 36426 1776863.55 8991  571 4984899.77 918250.420  81.6%   3.0 1741s
H40241 36426                    4970417.2114 918250.420  81.5%   3.0 1741s
 40644 37089 1777037.24 9153  570 4970417.21 918250.420  81.5%   2.9 1745s
H41161 37506                    4965456.4911 918250.420  81.5%   2.9 1749s
H41301 37506                    4952822.3039 918250.420  81.5%   2.9 1749s
 41322 37753 1777199.76 9373  572 4952822.30 918250.420  81.5%   2.9 1750s
 41791 38205 1777306.90 9503  567 4952822.30 918250.420  81.5%   2.9 1755s
 42473 38713 1777517.48 9689  565 4952822.30 918250.420  81.5%   2.9 1762s
H42474 38713                    4951532.7701 918250.420  81.5%   2.9 1762s
H42608 38856                    4951098.1582 918250.420  81.5%   2.9 1763s
 42895 39307 1777594.71 9787  567 4951098.16 918250.420  81.5%   2.9 1766s
 43345 39668 1777657.42 9904  561 4951098.16 918250.420  81.5%   2.9 1771s
H43349 39668                    4949294.9614 918250.420  81.4%   2.9 1771s
 43874 40288 1777695.76 10034  561 4949294.96 918250.420  81.4%   2.9 1776s
H44104 40455                    4946551.8509 918250.420  81.4%   2.9 1777s
 44445 40882 1777799.85 10196  560 4946551.85 918250.420  81.4%   2.9 1781s
H44845 41214                    4941952.2565 918250.420  81.4%   2.9 1786s
H45137 41391                    4941950.5571 918250.420  81.4%   2.9 1787s
 45209 41393 1778128.02 10362  560 4941950.56 918250.420  81.4%   2.9 1790s
H45210 41393                    4939304.7383 918250.420  81.4%   2.9 1791s
H45227 41427                    4920248.8897 918250.420  81.3%   2.9 1793s
 45245 41675 1778147.75 10371  561 4920248.89 918250.420  81.3%   2.9 1795s
H45493 41852                    4918537.1431 918250.420  81.3%   2.9 1797s
 45882 42259 1778490.79 10543  561 4918537.14 918250.420  81.3%   2.9 1800s
H46081 42374                    4912239.0120 918250.420  81.3%   3.0 1802s
 46367 42756 1792375.16 10662  541 4912239.01 918250.420  81.3%   3.0 1807s
 46584 42925 1792387.52 10728  539 4912239.01 918250.420  81.3%   3.0 1813s
 46753 43205 1792410.27 10794  535 4912239.01 918250.420  81.3%   3.0 1815s
H47490 43806                    4912099.7786 918250.420  81.3%   3.0 1821s
 47925 44380 1792526.22 11062  535 4912099.78 918250.420  81.3%   3.0 1826s
 48513 44783 1792623.75 11196  529 4912099.78 918250.420  81.3%   3.0 1831s
H48514 44783                    4910099.9074 918250.420  81.3%   3.0 1831s
H48976 45273                    4909506.2564 918250.420  81.3%   3.0 1837s
 49390 45843 1792680.35 11370  529 4909506.26 918250.420  81.3%   3.0 1843s
 49906 46355 1792704.28 11481  527 4909506.26 918250.420  81.3%   2.9 1846s
 50381 46647 1792723.77 11591  527 4909506.26 918250.420  81.3%   2.9 1850s
 50962 47371 1792756.93 11719  529 4909506.26 918250.420  81.3%   2.9 1859s
 51200 47638 1792767.41 11773  529 4909506.26 918250.420  81.3%   2.9 1861s
 51699 48136 1792796.67 11888  529 4909506.26 918250.420  81.3%   2.9 1865s
H51965 48176                    4908506.3316 918250.420  81.3%   2.9 1868s
 52005 48420 1792809.51 11970  529 4908506.33 918250.420  81.3%   2.9 1870s
 52496 48859 1792872.66 12081  520 4908506.33 918250.420  81.3%   2.9 1879s
 52688 49076 1792866.22 12123  520 4908506.33 918250.420  81.3%   2.9 1880s
 53148 49444 1792877.65 12226  521 4908506.33 918250.420  81.3%   2.9 1885s
 53451 49821 1792902.46 12332  520 4908506.33 918250.420  81.3%   2.9 1890s
H53862 50034                    4908250.9707 918250.420  81.3%   2.9 1893s
 53863 50279 1792918.35 12438  520 4908250.97 918250.420  81.3%   2.9 1895s
 54108 50536 1792917.40 12491  521 4908250.97 918250.420  81.3%   2.9 1901s
 54583 50811 1792941.02 12601  521 4908250.97 918250.420  81.3%   2.9 1906s
H54639 50811                    4908218.1992 918250.420  81.3%   2.9 1906s
 54841 51195 1793200.05 12677  517 4908218.20 918250.420  81.3%   2.9 1910s
 55246 51477 1839561.75 12780  546 4908218.20 918250.420  81.3%   3.2 1915s
 55374 51546 1868809.18 12840  542 4908218.20 918250.420  81.3%   3.2 1921s
H55577 51643                    4908215.0117 918250.420  81.3%   3.3 1923s
