
Gurobi 11.0.3 (linux64, Java) logging started sáb 14 dez 2024 05:48:24 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 2.7413914365596508e-08
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 100781 rows, 68273 columns and 492664 nonzeros
Model fingerprint: 0x5d00ccee
Model has 189 quadratic constraints
Variable types: 34046 continuous, 34227 integer (184 binary)
Coefficient statistics:
  Matrix range     [5e-03, 1e+07]
  QMatrix range    [5e-03, 2e+05]
  QLMatrix range   [1e+00, 2e+05]
  Objective range  [1e+00, 7e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 2e+07]
  QRHS range       [3e-03, 3e-03]
Presolve removed 100241 rows and 67283 columns
Presolve time: 0.26s
Presolved: 1202 rows, 1200 columns, 48325 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 184 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 583 continuous, 617 integer (186 binary)
Found heuristic solution: objective 9160353.1580

Root relaxation: objective 3.857671e+06, 220 iterations, 0.02 seconds (0.01 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
H  382   404                    8058248.6457 5070665.87  37.1%   1.9   14s
H  384   404                    8057853.3928 5070665.87  37.1%   2.0   14s
H  385   404                    8057423.0185 5070665.87  37.1%   2.0   14s
H  387   404                    8057040.3840 5070665.87  37.1%   2.1   14s
H  388   404                    8056660.5191 5070665.87  37.1%   2.1   14s
H  389   404                    8056634.5732 5070665.87  37.1%   2.1   14s
H  390   404                    8056601.8274 5070665.87  37.1%   2.1   14s
H  403   427                    8056283.3072 5070665.87  37.1%   2.2   14s
H  405   427                    8055978.7071 5070665.87  37.1%   2.2   14s
H  406   427                    8055749.6737 5070665.87  37.1%   2.2   14s
H  407   427                    8055422.0290 5070665.87  37.1%   2.2   14s
H  408   427                    8055171.3125 5070665.87  37.1%   2.2   14s
H  409   427                    8054959.8054 5070665.87  37.0%   2.2   14s
H  411   427                    8054934.4442 5070665.87  37.0%   2.3   14s
H  413   427                    8054814.4825 5070665.87  37.0%   2.3   14s
   426   454 5090847.24  169  180 8054814.48 5070665.87  37.0%   2.7   15s
H  427   454                    8054763.7575 5070665.87  37.0%   2.7   15s
H  429   454                    8054600.1325 5070665.87  37.0%   2.7   15s
H  430   454                    8054530.4119 5070665.87  37.0%   2.7   15s
H  431   454                    8054504.7164 5070665.87  37.0%   2.7   15s
H  436   454                    8054442.7454 5070665.87  37.0%   2.7   15s
H  437   454                    8054267.0494 5070665.87  37.0%   2.7   15s
H  439   454                    8054240.7901 5070665.87  37.0%   2.7   15s
H  453   480                    8053892.1199 5070665.87  37.0%   3.0   15s
H  457   480                    8052908.4768 5070665.87  37.0%   3.0   15s
H  459   480                    8052716.8700 5070665.87  37.0%   3.1   15s
H  480   506                    8049827.3732 5070665.87  37.0%   3.5   16s
H  487   506                    8049704.7489 5070665.87  37.0%   3.5   16s
H  522   544                    8047694.8477 5070665.87  37.0%   3.6   17s
H  527   544                    8046888.2921 5070665.87  37.0%   3.6   17s
H  529   544                    8046602.5976 5070665.87  37.0%   3.6   17s
H  543   575                    8045466.1114 5070665.87  37.0%   3.6   18s
H  552   575                    8043208.8303 5070665.87  37.0%   3.6   18s
H  562   575                    8029798.8499 5070665.87  36.9%   3.7   18s
H  573   575                    8029652.5458 5070665.87  36.9%   3.8   18s
H  586   605                    8029479.3886 5070665.87  36.8%   3.8   19s
H  588   605                    8029454.9916 5070665.87  36.8%   3.9   19s
H  589   605                    8029333.9681 5070665.87  36.8%   3.9   19s
H  590   605                    8029297.4598 5070665.87  36.8%   3.9   19s
H  591   605                    8029193.9667 5070665.87  36.8%   3.9   19s
H  592   605                    8029056.3950 5070665.87  36.8%   3.9   19s
H  593   605                    8029007.3474 5070665.87  36.8%   3.8   19s
H  596   605                    8028851.2805 5070665.87  36.8%   3.8   19s
H  599   605                    8028826.9951 5070665.87  36.8%   3.8   19s
H  600   605                    8028729.4286 5070665.87  36.8%   3.8   19s
H  601   605                    8028681.0949 5070665.87  36.8%   3.8   19s
H  603   605                    8028557.4417 5070665.87  36.8%   3.8   19s
   604   689 5092716.65  239  188 8028557.44 5070665.87  36.8%   3.8   20s
H 1098  1157                    7946518.7124 5070665.87  36.2%   3.3   21s
H 1362  1563                    7940731.9937 5070665.87  36.1%   3.2   22s
H 1562  1713                    7881666.3361 5070665.87  35.7%   2.9   23s
H 2091  2157                    7688960.2681 5070665.87  34.1%   2.8   24s
  2156  2361 6316485.73  948  115 7688960.27 5070665.87  34.1%   2.7   25s
H 3400  3498                    7688960.2673 5070665.87  34.1%   2.3   27s
H 3657  3783                    7640057.7846 5070665.87  33.6%   2.3   27s
  3788  3787 6333017.08 1527  112 7640057.78 5552576.11  27.3%   2.2   30s
H 3796  3604                    7493954.1359 5607103.83  25.2%   2.4   30s
H 3804  3430                    7489195.7753 5662698.39  24.4%   2.5   31s
H 3813  3265                    7447144.1877 5678996.24  23.7%   2.6   32s
H 3813  3101                    7447096.6029 5678996.24  23.7%   2.6   32s
H 3821  2952                    7429355.6305 5690542.40  23.4%   2.8   33s
  3835  2964 6333383.37 1610  113 7429355.63 5702065.16  23.2%   3.1   35s
H 3837  2817                    7417548.2504 5709442.93  23.0%   3.1   35s
H 3837  2676                    7417498.2869 5709442.93  23.0%   3.1   35s
  3855  2691 6333054.67  874  113 7417498.29 5754854.56  22.4%   3.3   43s
  3886  2731 5754871.32  111  262 7417498.29 5754871.32  22.4%   3.4   45s
  3994  2896 5754925.45  134  239 7417498.29 5754871.32  22.4%   3.4   50s
  4244  3056 5754871.32  192  181 7417498.29 5754871.32  22.4%   3.3   56s
  4349  3172 5754871.32  218  167 7417498.29 5754871.32  22.4%   3.3   60s
H 4649  3226                    7409187.5645 5754871.32  22.3%   3.1   67s
  4789  3336 5754871.32  330  160 7409187.56 5754871.32  22.3%   3.1   70s
H 4985  3268                    7337508.3274 5754871.32  21.6%   3.0   74s
H 5048  3125                    7301655.8485 5754871.32  21.2%   3.0   74s
  5071  3217 5754871.32  397  160 7301655.85 5754871.32  21.2%   2.9   79s
  5170  3287 5754871.32  420  160 7301655.85 5754871.32  21.2%   2.9   84s
  5273  3400 5754871.32  445  160 7301655.85 5754871.32  21.2%   2.9   88s
H 5421  3433                    7275733.1607 5754871.32  20.9%   2.8   93s
  5618  3484 5754871.32  521  160 7275733.16 5754871.32  20.9%   2.8   98s
H 5735  3466                    7275700.1618 5754871.32  20.9%   2.7  104s
  5866  3547 5754871.32  585  160 7275700.16 5754871.32  20.9%   2.7  110s
H 5990  3538                    7275684.1646 5754871.32  20.9%   2.6  116s
  6127  3634 5754871.32  651  160 7275684.16 5754871.32  20.9%   2.6  121s
  6268  3737 5754871.32  686  160 7275684.16 5754871.32  20.9%   2.6  128s
  6418  3867 5754871.32  725  160 7275684.16 5754871.32  20.9%   2.7  134s
H 6598  3920                    7275681.9520 5754871.32  20.9%   2.9  142s
H 6810  4021                    7275681.8896 5754871.32  20.9%   2.9  146s
H 6940  3888                    7275681.7646 5754871.32  20.9%   3.0  146s
  7076  4105 6294645.81  869  192 7275681.76 5754871.32  20.9%   3.1  152s
  7339  4273 6294703.05  936  182 7275681.76 5754871.32  20.9%   3.2  158s
  7594  5281 6294861.04 1000  182 7275681.76 5754871.32  20.9%   3.4  164s
H 7707  5158                    7272238.7058 5754871.32  20.9%   3.5  164s
H 7764  5059                    7265596.5018 5754871.32  20.8%   3.6  164s
H 7993  4906                    7240405.9512 5754871.32  20.5%   3.7  164s
H 8090  4832                    7236798.7262 5754871.32  20.5%   3.8  164s
H 8187  4832                    7216511.4707 5754871.32  20.3%   3.9  164s
H 8205  4832                    7029827.9265 5754871.32  18.1%   4.0  164s
  8687  6542 6294953.37 1114  175 7029827.93 5754871.32  18.1%   4.3  168s
H 8973  6542                    7020854.8450 5754871.32  18.0%   4.5  168s
H 8976  6542                    7012579.9264 5754871.32  17.9%   4.5  168s
H10397  7614                    7009866.6207 5754871.32  17.9%   5.4  170s
H11469  8184                    7007156.3907 5754871.32  17.9%   6.1  172s
 12039  8914 6295531.07 1867  161 7007156.39 5754871.32  17.9%   6.8  175s
H12474  8914                    6966793.8371 5754871.32  17.4%   7.6  175s
H12571  8914                    6959671.7613 5754871.32  17.3%   7.6  175s
H12668  8914                    6951706.8985 5754871.32  17.2%   7.6  175s
H12765  8914                    6942625.3193 5754871.32  17.1%   7.6  175s
H12769  9372                    6897838.4672 5754871.32  16.6%   7.6  177s
 13227  9853 6295657.30 2058  160 6897838.47 5754871.32  16.6%   8.2  180s
H13331  9853                    6859041.4781 5754871.32  16.1%   8.7  180s
H14796 10941                    6858302.6354 5754871.32  16.1%   9.4  186s
H14823 11376                    6858102.8038 5754871.32  16.1%   9.5  188s
 15672 12200 6296043.26 2365  160 6858102.80 5754871.32  16.1%  10.5  191s
H16057 12562                    6854923.7379 5754871.32  16.0%  10.9  192s
 16725 13260 6297034.08 2503  210 6854923.74 5754871.32  16.0%  12.1  195s
 17890 14600 6310189.07 2698  203 6854923.74 5754871.32  16.0%  13.3  200s
 19717 16282 6311113.79 3041  159 6854923.74 5754871.32  16.0%  13.1  205s
 21604 18269 6313648.34 3624  159 6854923.74 5754871.32  16.0%  12.9  210s
H22509 18752                    6846792.9740 5754871.32  15.9%  13.0  212s
 22961 19459 6317765.07 4157  162 6846792.97 5754871.32  15.9%  13.3  215s
H23843 20474                    6846451.8419 5754871.32  15.9%  13.2  218s
 24331 21134 6317500.01 4577  159 6846451.84 5754871.32  15.9%  13.2  220s
H25209 21572                    6837406.1936 5754871.32  15.8%  13.1  222s
 26481 23045 6346163.82 4862  187 6837406.19 5754871.32  15.8%  12.7  225s
 28197 24699 6314773.52  258  211 6837406.19 5754871.32  15.8%  12.5  230s
 30210 26751 6318693.23  594  182 6837406.19 5754871.32  15.8%  12.2  237s
 31203 27634 6319631.42  787  175 6837406.19 5754871.32  15.8%  12.3  240s
H31976 28488                    6837356.8720 5754871.32  15.8%  12.4  242s
 32611 29076 6320118.39 1048  160 6837356.87 5754871.32  15.8%  12.6  245s
 34353 30842 6329802.02 1506  160 6837356.87 5754871.32  15.8%  12.8  250s
 35717 31882 6340747.58 1702  160 6837356.87 5754871.32  15.8%  13.1  255s
H35726 31882                    6773596.9581 5754871.32  15.0%  13.1  255s
 36984 33306 6341294.15 1925  160 6773596.96 5754871.32  15.0%  13.3  260s
H37104 33306                    6770374.4131 5754871.32  15.0%  13.3  260s
 38248 34564 6342649.07 2226  161 6770374.41 5754871.32  15.0%  13.5  265s
 39490 35777 6386660.92 2631  160 6770374.41 5754871.32  15.0%  13.9  270s
 40563 36962 6387934.19 2817  159 6770374.41 5754871.32  15.0%  14.3  275s
 41277 37781 6389391.34 2932  161 6770374.41 5754871.32  15.0%  14.5  280s
 42843 39301 6395511.99 3197  159 6770374.41 5754871.32  15.0%  14.4  285s
 45396 41761 6407578.26 3914  161 6770374.41 5754871.32  15.0%  14.5  290s
 46168 42489 6410666.20 4181  159 6770374.41 5754871.32  15.0%  14.7  295s
 47616 43861 6439918.10 4649  158 6770374.41 5754871.32  15.0%  15.3  300s
 49382 45808 6449844.71 4859  170 6770374.41 5754871.32  15.0%  15.3  305s
 50245 46684 6456107.55 4857  178 6770374.41 5754871.32  15.0%  15.3  311s
 51068 47153 6277252.14  839  191 6770374.41 5754871.32  15.0%  15.3  315s
 52109 48561 6426657.98 1223  172 6770374.41 5754871.32  15.0%  15.3  320s
 53859 50178 6430405.56 1880  158 6770374.41 5754871.32  15.0%  15.3  325s
 55716 52033 6433668.41 2538  157 6770374.41 5754871.32  15.0%  15.4  330s
 56613 52999 6435134.45 2816  160 6770374.41 5754871.32  15.0%  15.4  335s
 58273 54723 6442817.49 3440  171 6770374.41 5754871.32  15.0%  15.4  340s
 59879 56247 6450474.52 4060  163 6770374.41 5754871.32  15.0%  15.4  345s
 61251 57388 6455441.92 4585  169 6770374.41 5754871.32  15.0%  15.4  351s
 62825 59397 6472848.24 4862  170 6770374.41 5754871.32  15.0%  15.2  355s
 65184 61740 6340012.02 1021  183 6770374.41 5754871.32  15.0%  14.9  360s
 66376 62461 6357121.57 1312  164 6770374.41 5754871.32  15.0%  14.7  365s
 67385 63752 6367240.04 1531  162 6770374.41 5754871.32  15.0%  14.8  370s
 69207 65713 6368400.88 1773  159 6770374.41 5754871.32  15.0%  14.7  375s
 70868 67240 6376909.05 2022  160 6770374.41 5754871.32  15.0%  14.8  380s
 71621 67925 6380615.19 2125  189 6770374.41 5754871.32  15.0%  14.9  385s
 73204 69644 6388402.17 2289  166 6770374.41 5754871.32  15.0%  14.9  390s
 74978 71233 6416115.16 2590  174 6770374.41 5754871.32  15.0%  14.9  395s
 76630 72715 6444525.02 2958  159 6770374.41 5754871.32  15.0%  14.8  400s
 78638 75147 6465361.03 3483  168 6770374.41 5754871.32  15.0%  14.7  405s
 80419 76953 6472953.33 3963  167 6770374.41 5754871.32  15.0%  14.6  410s
 81735 78092 6469834.43 4283  159 6770374.41 5754871.32  15.0%  14.5  415s
 84053 80582 6488877.47 4860  162 6770374.41 5754871.32  15.0%  14.2  420s
 86790 82899 6347573.77  823  196 6770374.41 5754871.32  15.0%  13.9  425s
 89541 85914 6502872.95 1603  128 6770374.41 5754871.32  15.0%  13.6  430s
 91968 88125 6549203.87 2431  110 6770374.41 5754871.32  15.0%  13.4  435s
 94075 90354 6611402.80 3152  125 6770374.41 5754871.32  15.0%  13.3  440s
 96479 92711 6638931.75 3947  128 6770374.41 5754871.32  15.0%  13.1  445s
 98141 94361 6658498.21 4440  121 6770374.41 5754871.32  15.0%  12.9  450s
 100521 96556 6678726.20 4861  136 6770374.41 5754871.32  15.0%  12.8  455s
 102317 98170 6474796.78  711  195 6770374.41 5754871.32  15.0%  12.7  461s
 103683 99950 6580285.22  979  169 6770374.41 5754871.32  15.0%  12.5  465s
 105828 102068 6626995.04 1519  163 6770374.41 5754871.32  15.0%  12.4  470s
 108129 104182 6653547.57 2228  157 6770374.41 5754871.32  15.0%  12.2  475s
 109370 105014 6702325.63 2794  165 6770374.41 5754871.32  15.0%  12.2  481s
 110554 106215 6709527.79 3070  158 6770374.41 5754871.32  15.0%  12.1  485s
 113121 108766 6357637.32  987  179 6770374.41 5754871.32  15.0%  12.0  490s
 115714 111297 6479437.56 2027  107 6770374.41 5754871.32  15.0%  11.8  495s
 118404 113829 6574040.55 2907  121 6770374.41 5754871.32  15.0%  11.6  500s
 120441 115876 6600698.38 3545  104 6770374.41 5754871.32  15.0%  11.5  505s
 121611 116810 6609796.11 3915  103 6770374.41 5754871.32  15.0%  11.4  510s
 123379 118578 6644550.46 4804  103 6770374.41 5754871.32  15.0%  11.3  515s
 124972 120032 6384778.83  622  206 6770374.41 5754871.32  15.0%  11.3  520s
 126713 121842 6483085.11 1172  196 6770374.41 5754871.32  15.0%  11.2  525s
 127971 122888 6521928.98 1444  188 6770374.41 5754871.32  15.0%  11.2  530s
 129107 124171 6582700.47 1763  179 6770374.41 5754871.32  15.0%  11.1  535s
 130517 125574 6699886.94 2199  177 6770374.41 5754871.32  15.0%  11.2  540s
 131796 126700     cutoff 2338      6770374.41 5754871.32  15.0%  11.2  545s
 133660 128555 6455570.68  663  198 6770374.41 5754871.32  15.0%  11.2  550s
 134803 129619 6333732.55  727  218 6770374.41 5754871.32  15.0%  11.2  555s
 137085 132089 6488358.80 1256  158 6770374.41 5754871.32  15.0%  11.2  560s
 139152 134186 6534206.96 1913  154 6770374.41 5754871.32  15.0%  11.1  565s
 141239 136057 6571651.22 2413  155 6770374.41 5754871.32  15.0%  11.0  570s
 144929 139666 6617365.07 4698  151 6770374.41 5754871.32  15.0%  10.8  575s
 146445 140807 6479446.92  753  207 6770374.41 5754871.32  15.0%  10.8  580s
 147869 142249 6728172.04 1246  173 6770374.41 5754871.32  15.0%  10.7  585s
 149279 143493 6404825.55  764  204 6770374.41 5754871.32  15.0%  10.7  590s
 151005 144939 6463482.13  726  212 6770374.41 5754871.32  15.0%  10.7  595s
 151470 145283 6409898.71  682  207 6770374.41 5754871.32  15.0%  10.8  600s
 152973 146703 6410097.15  925  187 6770374.41 5754871.32  15.0%  10.7  605s
 155157 148975 6681692.66 1477  159 6770374.41 5754871.32  15.0%  10.7  610s
 156502 149945     cutoff 2227      6770374.41 5754871.32  15.0%  10.6  615s
 157816 151440 6584062.83  854  174 6770374.41 5754871.32  15.0%  10.7  621s
 159658 153153 6618225.41 1410  166 6770374.41 5754871.32  15.0%  10.8  625s
 161188 154691 6697959.09 2022  158 6770374.41 5754871.32  15.0%  10.8  630s
 161948 155477 6698907.86 2244  157 6770374.41 5754871.32  15.0%  10.8  635s
 163683 156937 6713317.62 2878  173 6770374.41 5754871.32  15.0%  10.8  640s
 165520 158626 6402167.96  832  151 6770374.41 5754871.32  15.0%  10.8  645s
 166859 159558 6639271.99 1066  142 6770374.41 5754871.32  15.0%  10.8  651s
 168009 161021 6379191.52  705  201 6770374.41 5754871.32  15.0%  10.7  655s
 169950 162435 6662545.39 1145  191 6770374.41 5754871.32  15.0%  10.7  660s
 171632 163787 6738659.30 1228  206 6770374.41 5754871.32  15.0%  10.7  665s
 172415 164773 6399954.30  866  191 6770374.41 5754871.32  15.0%  10.7  670s
 174626 167048 infeasible 1440      6770374.41 5754871.32  15.0%  10.6  675s
 176383 168307 6564272.88  753  182 6770374.41 5754871.32  15.0%  10.6  680s
 177187 169362 6639656.76  987  158 6770374.41 5754871.32  15.0%  10.7  685s
 178920 171058 6644067.64 1573  168 6770374.41 5754871.32  15.0%  10.6  690s
 180477 172421 6650252.90 2019  163 6770374.41 5754871.32  15.0%  10.6  695s
 182081 174039 6653398.16 2595  172 6770374.41 5754871.32  15.0%  10.6  702s
 183341 175147 6686736.40 2925  164 6770374.41 5754871.32  15.0%  10.6  705s
 185041 176723 6689060.77 3316  171 6770374.41 5754871.32  15.0%  10.7  710s
 186914 178479 6692300.01 3865  158 6770374.41 5754871.32  15.0%  10.7  715s
 187844 179461 6697437.20 4113  130 6770374.41 5754871.32  15.0%  10.8  720s
 189852 181247 6696954.36 4483  161 6770374.41 5754871.32  15.0%  10.9  725s
 191563 182958 6768484.30 4862  134 6770374.41 5754871.32  15.0%  10.9  730s
 192746 183544 6734222.75 4860  131 6770374.41 5754871.32  15.0%  10.9  735s
 193602 184533 6379127.89  754  204 6770374.41 5754871.32  15.0%  10.9  740s
 195460 186270     cutoff  909      6770374.41 5754871.32  15.0%  10.9  745s
 197075 187895 6566973.45  908  196 6770374.41 5754871.32  15.0%  10.9  750s
 198004 188791 6693561.34 1180  111 6770374.41 5754871.32  15.0%  10.9  755s
 199639 190419 6717808.29 1702  106 6770374.41 5754871.32  15.0%  10.8  760s
 201143 191936 6729099.94 1995  105 6770374.41 5754871.32  15.0%  10.8  765s
 202941 193549 6746924.08 2381  107 6770374.41 5754871.32  15.0%  10.8  771s
 204021 194650 6480237.87  774  201 6770374.41 5754871.32  15.0%  10.8  775s
 205541 195859 6489813.27  772  200 6770374.41 5754871.32  15.0%  10.8  780s
 206845 196763 6609932.88  799  202 6770374.41 5754871.32  15.0%  10.8  785s
 208220 197907 6439233.98  779  214 6770374.41 5754871.32  15.0%  10.7  792s
 208799 198510 6712695.69  974  202 6770374.41 5754871.32  15.0%  10.7  795s
 210464 200125 6582436.80  411  155 6770374.41 5754871.32  15.0%  10.7  800s
 212253 201662 6719191.30  850  152 6770374.41 5754871.32  15.0%  10.7  805s
 213660 203174 6578038.36  357  168 6770374.41 5754871.32  15.0%  10.7  810s
 215526 205001 6381448.14  722  202 6770374.41 5754871.32  15.0%  10.7  815s
 217953 207388 6515105.73 1383  181 6770374.41 5754871.32  15.0%  10.7  820s
 218795 208053 6540214.05 1613  171 6770374.41 5754871.32  15.0%  10.7  825s
 220267 209681 6579303.28 1969  164 6770374.41 5754871.32  15.0%  10.8  830s
 221978 211274 6350480.64  370  166 6770374.41 5754871.32  15.0%  10.8  835s
 223419 212435     cutoff  872      6770374.41 5754871.32  15.0%  10.8  841s
 224432 213523 6369734.38  592  207 6770374.41 5754871.32  15.0%  10.8  845s
 226288 215159     cutoff  757      6770374.41 5754871.32  15.0%  10.8  850s
 227916 216749 6496934.99  784  207 6770374.41 5754871.32  15.0%  10.8  855s
 228998 217898 6587601.11  839  216 6770374.41 5754871.32  15.0%  10.8  860s
 230494 219092 6560121.19  784  191 6770374.41 5754871.32  15.0%  10.7  865s
 232579 221194 6571860.31  709  190 6770374.41 5754871.32  15.0%  10.7  870s
 233824 222252 6483440.13  724  197 6770374.41 5754871.32  15.0%  10.7  875s
 235546 223997 6647321.49  401  185 6770374.41 5754871.32  15.0%  10.7  880s
 237765 226172 6649641.80  701  159 6770374.41 5754871.32  15.0%  10.7  885s
 239033 227214 6606897.05  549  208 6770374.41 5754871.32  15.0%  10.6  890s
 240668 228644 6481963.72  754  199 6770374.41 5754871.32  15.0%  10.6  895s
 242066 229983 6409455.84  585  207 6770374.41 5754871.32  15.0%  10.6  900s
 243925 231588 6414763.48  376  203 6770374.41 5754871.32  15.0%  10.6  905s
 244617 232245 6369620.53  596  207 6770374.41 5754871.32  15.0%  10.6  910s
 245788 233224 6732786.50  673  190 6770374.41 5754871.32  15.0%  10.7  915s
 246915 234307 6462668.12  658  205 6770374.41 5754871.32  15.0%  10.7  920s
 248314 235655 6366289.10  764  208 6770374.41 5754871.32  15.0%  10.7  925s
 249288 236661 6407085.68 1087  166 6770374.41 5754871.32  15.0%  10.6  930s
 250780 237875 6526175.78 1676  207 6770374.41 5754871.32  15.0%  10.7  935s
 252579 239531 6638489.67 2237  173 6770374.41 5754871.32  15.0%  10.7  940s
 254021 240840 6757749.02 2586  190 6770374.41 5754871.32  15.0%  10.7  945s
 254834 241562 6757106.69  782  201 6770374.41 5754871.32  15.0%  10.7  950s
 256572 243096     cutoff  656      6770374.41 5754871.32  15.0%  10.7  955s
 258552 245208 6436186.76  809  190 6770374.41 5754871.32  15.0%  10.6  960s
 259402 245668 6469363.80  965  201 6770374.41 5754871.32  15.0%  10.6  965s
 261422 247509 6630276.78 1313  190 6770374.41 5754871.32  15.0%  10.6  970s
